Cat,AUN,LEA Name,County,Revenue from Federal Sources 8000,"Payments for Federally Impacted Areas
P.L. 81-874
8110",Other Unrestricted Federal Grants-in-Aid Direct From the Federal Government 8190,Unrestricted Grants-in-Aid From the Federal Government Through the Commonwealth of PA 8200,"Payments for Federally Impacted Areas P.L. 81-815
8310","Energy Conservation Grants - TA and ECM
8320",Other Restricted Federal Grants-in-Aid Directly From the Federal Government 8390,"Grants for IDEA and NCLB Programs Not Specified in the Following 8510 Series
8511","IDEA, Part B 8512","IDEA, Section 619
8513","NCLB, Title I - Improving the Academic Achievement of the Disadvantaged 8514","NCLB, Title II - Preparing, Training and Recruiting High Quality Teachers and Principals 8515","NCLB, Title III - Language Instruction for English Learners and Immigrant Students 8516","NCLB, Title IV - 21st Century Schools 8517","NCLB, Title V - Flexibility and Accountability 8519",Vocational Education - Operating Expenditures 8521,Child Nutrition Program 8530,Nutrition Education and Training 8540,Federal Block Grants 8560,Child Care and Development Block Grants 8580,Adult Basic Education 8620,Economic Opportunity Act (Headstart) 8640,Workforce Investment Act (WIA) 8660,Other Restricted Federal Grants-in-Aid Through the Commonwealth of PA 8690,ARRA - Build America Bonds 8731,ARRA - Qualified School Construction Bonds (QSCB) 8732,ARRA - Qualified Zone Academy Bonds (QZAB) 8733,ARRA - Qualified Energy Conservation Bonds (QECB) 8735,ESSER - Elementary and Secondary School Emergency Relief Fund 8741,Governor's Emergency Education Relief Fund (GEER) 8742,ESSER II - Elementary and Secondary School Emergency Relief Fund 8743,ARP ESSER(ESSER III) - Elementary and Secondary School Emergency Relief Fund 8744,GEER II - Governor's Emergency Education Relief Fund 8745,ARP IDEA 8746,ARP ECF - Emergency Connectivity Fund 8747,ARP IDEA Preschool 8748,"Other CARES and CRRSA Act, and ARP ACT Funding 8749",ARP ESSER Learning Loss 8751,ARP ESSER Summer Programs 8752,ARP ESSER Afterschool Programs 8753,ARP ESSER Homeless Children and Youth Funds (ARP-HCY) 8754,ARP ESSER Emergency Relief for Other Educational Entities 8755,School Based Access Medicaid Reimbursement Program (SBAP) Reimbursements (ACCESS) 8810,Medical Assistance Reimbursements for Administrative Claiming (Quarterly) Program 8820,Medical Assistance Reimbursement (ACCESS) - Early Intervention 8830
1.0,112011103.0,Bermudian Springs SD,Adams,1570583.93,,,,,,,,,,316689.58,62668.76,17080.07,20945.97,,15784.41,,,,,,,,,,,,,,,20700.44,992254.28,,,,,,90857.32,14485.8,10886.65,8230.65,,,,
1.0,112011603.0,Conewago Valley SD,Adams,2890344.27,,,,,,,,,,619442.42,97019.0,14642.72,23604.12,,,,,,,,,,,,,,,,24180.0,1486501.72,348057.68,,,,,,43247.86,,3240.44,,,230408.31,,
1.0,112013054.0,Fairfield Area SD,Adams,615225.81,,,,,,,,,,23393.08,35636.74,,14870.14,,,,,,,,,,,,,,,,,119999.42,375653.85,,,,,,32622.62,6524.98,6524.98,,,,,
1.0,112013753.0,Gettysburg Area SD,Adams,2327646.36,,,,,,57041.2,,,,630534.0,118374.56,29893.07,59987.0,,58435.26,,,,,,,,,,,,,,,389722.25,534589.77,,,146149.85,,,228797.56,2193.9,19679.4,23055.65,29192.89,,,
1.0,112015203.0,Littlestown Area SD,Adams,1798987.29,,,,,,,,,,317713.0,58226.0,,23175.0,,,,,,,,,,,,,,,,,,1236718.0,,,,,,91642.46,18328.12,10332.9,,,42851.81,,
1.0,112018523.0,Upper Adams SD,Adams,2325590.59,,,,,,,,,,281454.2,44337.0,42958.29,22388.0,,,,,,,,,,,,,,,,,586879.46,1314444.59,,,,,,24346.54,333.48,0.41,8448.62,,,,
1.0,103020603.0,Allegheny Valley SD,Allegheny,828736.0,,,,,,,,,,202141.0,29768.0,,16079.0,,,,,,,,,,,,,,,,,,503665.0,,,,,,68793.0,,1002.0,5629.0,,,1659.0,
1.0,103020753.0,Avonworth SD,Allegheny,208357.12,,,,,,,,,,57725.0,24383.0,1071.1,10000.0,,,,,,,,,,,,,,,,,,77692.0,,,,,,25911.0,5182.0,5182.0,,,,1211.02,
1.0,103021102.0,Baldwin-Whitehall SD,Allegheny,2575843.22,,,,,,,,,,714535.12,118665.0,91567.73,56155.0,,,,,,,,,,,,,,,,,613183.52,331751.0,,,,,5483.0,92951.35,13616.0,12000.0,13438.0,,488660.81,23836.69,
1.0,103021252.0,Bethel Park SD,Allegheny,1038958.75,,,,,,,,,,230144.0,75567.26,,21245.0,,,,,,,,,,,,,,,,,284834.44,405431.12,,,,,,14685.89,,1988.23,,,,5062.81,
1.0,103021453.0,Brentwood Borough SD,Allegheny,1519262.29,,,,,,,,,,237094.03,56871.66,,22564.5,,,,,,,,,,,,,,,49731.82,,563663.12,533711.69,,,,,,,,,,,53954.47,1671.0,
1.0,103021603.0,Carlynton SD,Allegheny,3295689.1,,,,,,,,,,482634.0,59575.0,8396.0,39396.0,,,,,,,,,,,,,,,,,466178.25,2040215.21,,,,,,102730.3,42077.24,23208.4,14784.7,,,16494.0,
1.0,103021752.0,Chartiers Valley SD,Allegheny,2809422.67,,,,,,,,,,410555.65,78331.0,72487.57,30145.0,,,,,,,,,,148462.34,,,,,,,,1614443.19,,,,,,143350.45,,8437.92,,,295000.0,8209.55,
1.0,103021903.0,Clairton City SD,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,103022103.0,Cornell SD,Allegheny,998684.0,,,,,,,,,,260516.0,27578.0,,188413.0,,,,,,,,,,,,21781.0,,,14840.0,,127305.0,332653.0,,,,,,,1481.0,22328.0,,,,1789.0,
1.0,103022253.0,Deer Lakes SD,Allegheny,1160934.1,,,,,,,,,,249421.02,48506.0,,21279.0,,,,,,,,,,5395.64,,,,,,,175774.11,557572.79,,,,,,6661.92,,,,,85297.82,11025.8,
1.0,103022503.0,Duquesne City SD,Allegheny,3193029.0,,,,,,,,3803.0,,766105.0,63619.0,2954.0,60018.0,,,,,,,,,,,,34219.0,,,4507.0,,1010083.0,1020722.0,,,,,,146442.0,,28843.0,,,50000.0,1714.0,
1.0,103022803.0,East Allegheny SD,Allegheny,2236158.0,,,,,,,,,,794427.49,89725.0,,86516.46,,,,,,,,,,,,,,,,,625602.0,327242.3,,,,,,213844.75,,,,58659.0,29897.0,10244.0,
1.0,103023153.0,Elizabeth Forward SD,Allegheny,2414505.58,,,,,,,,,,343553.98,60886.0,,23012.0,,,,,,,,,,,,,,,,22727.0,,1662644.0,,,,,28728.49,14976.59,0.14,36.3,,32787.3,217475.73,7678.05,
1.0,103023912.0,Fox Chapel Area SD,Allegheny,1763579.01,,,,,,,,,,428683.0,88087.0,3320.0,32571.0,,,,,,,,,,,,,,,,,75589.07,737043.77,,,3608.0,,361.46,99001.29,34788.0,12743.17,,,240730.2,7053.05,
1.0,103024102.0,Gateway SD,Allegheny,1807847.67,,,,,,,,,,553372.16,60707.68,,28164.0,,,,,,,,,,,,,,,,,,977224.77,,,,,,36167.76,7233.54,7233.66,23468.4,,103000.0,11275.7,
1.0,103024603.0,Hampton Township SD,Allegheny,705639.4,,,,,,,,,,111041.0,35416.02,,9521.0,,,,,,,,,,335225.02,,,,,3685.0,,,,,,,,,48623.0,9725.0,9725.0,,,138138.62,4539.74,
1.0,103024753.0,Highlands SD,Allegheny,1939897.0,,,,,,,36360.0,,,950260.0,137019.0,,93932.0,,,,,,,,,,,,,,,,,253310.0,368395.0,,,,,,75554.0,,,11333.0,,13734.0,,
1.0,103025002.0,Keystone Oaks SD,Allegheny,1808089.0,,,,,,,,,,383652.0,57681.0,,30517.0,,,,,,,,,,,,,,,,,247761.0,1088478.0,,,,,,,,,,,,,
1.0,103026002.0,McKeesport Area SD,Allegheny,11215546.0,21843.0,,,,,,,,,2408829.0,231508.0,,777074.0,,118177.0,,,,,,,,,717230.0,,,,,,3446087.0,2834246.0,,,,,33347.0,357497.0,81592.0,8960.0,35793.0,90084.0,53279.0,,
1.0,103026303.0,Montour SD,Allegheny,3265221.27,,,,,,,,,,290578.56,80523.64,2671.04,26065.98,,,,,,,,,,,,,,,,,69372.26,2129489.63,,,,,,12361.88,30502.45,4262.6,11382.0,,595008.53,13002.7,
1.0,103026343.0,Moon Area SD,Allegheny,1593106.73,,,,,,,,,,317811.0,48815.56,,16638.56,,,,,,,,,,,,,,,,,,1121276.52,,,,,6840.59,49337.88,9683.26,8761.04,,,6763.09,7179.23,
1.0,103026402.0,Mt Lebanon SD,Allegheny,449931.15,,,,,,,,,,162246.54,38175.62,7770.6,2738.9,12325.0,,,,,,,,,-0.32,,,,,,,,-0.05,,,,,,,,,,,219828.0,6846.86,
1.0,103026852.0,North Allegheny SD,Allegheny,1974500.96,,,,,,,,,,177116.71,96839.29,1237.17,9240.01,,,,,,,,,,,,,,,,,,391423.5,,,,,110.08,59093.94,7300.04,11320.49,3931.08,,1202519.69,14368.96,
1.0,103026902.0,North Hills SD,Allegheny,1135008.79,,,,,,,,,,397090.0,91897.38,,31587.0,,,,,,,,,,,,,,,,0.22,-1.44,446281.31,,,,,83397.87,18754.14,12849.1,12849.32,,,37162.36,3141.53,
1.0,103026873.0,Northgate SD,Allegheny,2812588.76,,,,,,,,,,375983.0,50788.0,,29907.0,,,,,,,,,,,,,,,,,833407.96,1510357.8,,,,,,,,,6774.67,,,5370.33,
1.0,103027352.0,Penn Hills SD,Allegheny,9212296.72,,,,,,,,,,1557312.0,225545.51,1976.04,121700.0,,,,,,,,,,,,,,,,,2742536.1,4230782.98,,,,,,92608.63,106922.28,72843.57,18872.93,,,41196.68,
1.0,103021003.0,Pine-Richland SD,Allegheny,1462739.0,,,,,,,,,,142643.0,63470.0,,10993.0,,,,,,,,,,,,,,,,,,870595.0,,,,,,27973.0,11355.0,,,,330425.0,5285.0,
1.0,102027451.0,Pittsburgh SD,Allegheny,80609338.13,,3236188.13,,,,15281189.9,,8323987.4,448849.94,17205210.03,1552466.37,250529.68,1137498.93,,784905.24,,,,,,,,1010750.19,,1244545.45,508133.59,,,298420.43,8064885.29,18179717.44,73800.61,298297.39,,,1694966.74,101148.11,20229.62,20229.76,,199590.3,,673797.59,
1.0,103027503.0,Plum Borough SD,Allegheny,1756582.19,,,,,,68185.9,,,,369397.89,71738.03,1133.6,35458.01,,,,,,,,,,,,,,,,,618936.75,410346.11,,,,,,,,6099.41,2139.58,,160000.0,13146.91,
1.0,103027753.0,Quaker Valley SD,Allegheny,1061708.14,,,,,,,,11984.1,,215862.0,50079.74,182.18,14740.0,,,,,,,,,,,,,,,,,,445745.75,,,,,,4886.6,,,7039.0,,299000.0,12188.77,
1.0,103028203.0,Riverview SD,Allegheny,880861.24,,,,,,,,,,186596.0,29994.0,,6544.0,,,,,,,,,,,,,,,,,10939.85,618038.47,,,,,,,15593.0,11534.87,,,,1621.05,
1.0,103028302.0,Shaler Area SD,Allegheny,2701419.98,,,,,,,,1584.0,,710312.0,112367.93,,118405.0,,,,,,,,,,,,,,,-2669.9,,198820.7,908224.06,,,,,,10911.0,4492.0,,811.0,,626417.19,11745.0,
1.0,103028653.0,South Allegheny SD,Allegheny,2402196.41,,,,,,,,,,517919.0,78548.98,-0.2,37077.0,,,,,,,,,,,,,,,,,795435.35,973216.28,,,,,,,,,,,,,
1.0,103028703.0,South Fayette Township SD,Allegheny,1739384.05,,,,,,,,,,64288.0,31163.0,3754.4,16777.0,,,,,,,,,,7355.62,,1199628.95,,,,,20125.31,154356.06,,,,,,13003.45,2177.78,2177.78,,,218799.61,5777.09,
1.0,103028753.0,South Park SD,Allegheny,1194320.49,,,,,,,,224.1,,242914.0,45861.0,1791.0,16854.0,,,,,,,,,,,,,,,,,256146.0,593639.0,,,,,,12432.88,8236.08,10709.64,,,,5512.79,
1.0,103028833.0,Steel Valley SD,Allegheny,2623102.56,,,,,,,,,,711566.3,80509.59,7717.6,74689.01,,,,,,,,,,,,,,,19084.9,,,1228502.03,,,,,57164.0,36491.0,26823.61,17378.49,16041.0,,347135.03,,
1.0,103028853.0,Sto-Rox SD,Allegheny,6159038.14,,,,,,,,,,904902.08,48831.26,,106918.76,,,,,,,,,,,,,,,,,376999.4,4426497.15,,,,,,221368.92,3122.44,33539.32,21445.27,14715.09,,698.45,
1.0,103029203.0,Upper St. Clair SD,Allegheny,736472.38,,,,,,,,,,72773.14,50378.06,4456.4,12180.68,,,,,,,,,,,,,,,,,30834.7,128988.04,,,,,,,,,1523.03,,420787.4,14550.93,
1.0,103029403.0,West Allegheny SD,Allegheny,519330.22,,,,,,,,,,285117.04,58236.0,,9707.92,,,,,,,,,,,,,,,,,,14281.31,,,,,,,,,,,145190.48,6797.47,
1.0,103029553.0,West Jefferson Hills SD,Allegheny,1051319.57,,,,,,,,,,221942.0,11030.85,,10000.0,,,,,,,,,,,,,,,,,-0.29,334591.0,,,96702.0,,,54755.86,10708.21,10708.21,4317.87,,293058.39,3505.47,
1.0,103029603.0,West Mifflin Area SD,Allegheny,4782161.64,,,,,,51695.14,,175000.0,,1544762.0,117209.0,1553.75,63879.0,,,,,,,,,,,,,,,,46542.48,1757735.23,974642.85,,,,,,6012.03,1202.4,1202.41,1376.3,10544.52,28804.53,,
1.0,103029803.0,Wilkinsburg Borough SD,Allegheny,5486966.81,,,,,,,,,,1215016.9,304741.0,,94565.12,,,,,,,,,,,,,,,,,911027.98,2836163.55,,,,,,,39342.64,25709.64,,,60399.98,,
1.0,103029902.0,Woodland Hills SD,Allegheny,9459567.79,,,,,,,,,,2149085.24,257029.46,8319.5,144435.19,,,,,,,,,,,,,,,68380.05,8527.04,2423801.68,3999511.74,,,,,,107849.98,26045.04,47039.96,80199.0,82716.76,56627.15,,
1.0,128030603.0,Apollo-Ridge SD,Armstrong,1786901.64,,,,,,,,,,304813.85,45610.0,,22073.5,,,,,,,,,8697.88,218005.75,,,,,,,350864.85,688933.33,,,,,,110645.36,9537.0,10976.49,,,,16743.63,
1.0,128030852.0,Armstrong SD,Armstrong,6162647.0,,,,,,,,,,1663099.0,217180.0,,137437.0,,,,,,,,,,,,,,,,,,3255862.0,,,,,1497.0,100645.0,81624.0,81624.0,38353.0,15655.0,525000.0,44671.0,
1.0,128033053.0,Freeport Area SD,Armstrong,1336791.31,,,,,,,,,,196100.0,37771.0,,15295.0,,,,,,,,,,,,,,,,,332344.5,618565.0,,,,,,73968.0,,12265.75,4087.98,,38570.0,7824.08,
1.0,128034503.0,Leechburg Area SD,Armstrong,467782.26,,,,,,,,,,178063.0,23921.0,,14164.0,,,,,,,,,,,,,,,,,115118.06,117606.48,,,,,,3982.18,6014.24,,,,,8913.3,
1.0,127040503.0,Aliquippa SD,Beaver,3792871.0,,,,,,,,,,899652.0,35162.0,,54756.0,,,,,,,,,,,,,,,,,1120412.0,1365928.0,,,,,116426.0,73773.0,14755.0,14755.0,5964.0,3964.0,87324.0,,
1.0,127040703.0,Ambridge Area SD,Beaver,3986111.68,,,,565.9,,,,,,671777.0,79095.0,,56661.0,,,,,,,,,,,,,,,,,1002335.6,2010019.37,,,,,2834.0,100773.05,10585.76,,,51465.0,,,
1.0,127041203.0,Beaver Area SD,Beaver,1602921.61,,,,,,91137.0,,,,219192.22,14540.88,,6963.81,,,,,,,,,,,,,,,29.65,,340439.09,542285.47,,,,,,28782.81,17488.0,17488.0,,,318570.9,6003.78,
1.0,127041503.0,Big Beaver Falls Area SD,Beaver,4579368.44,20399.0,,,,,,,,,905445.15,84425.0,,71255.72,,,,,,,,,,,,74950.76,,,,,1711523.39,932482.44,,,208667.5,,,131490.79,50749.69,15246.99,,39844.0,293150.79,39737.22,
1.0,127041603.0,Blackhawk SD,Beaver,988091.25,,,,,,,,,,273785.92,43656.38,,24500.56,,,,,,,,,,,,,,,,,139303.55,80554.02,,,,,,-9812.09,21236.15,,,,402600.0,12266.76,
1.0,127042003.0,Central Valley SD,Beaver,2855749.82,,,,,,,,,,335785.0,53661.0,,26710.0,,,,,,,,,,,,,,,,,,2195677.04,,,,,,120731.0,26291.0,26291.0,11392.2,,52972.66,6238.92,
1.0,127042853.0,Freedom Area SD,Beaver,1681895.57,,,,,,,,,,284961.0,39406.0,,23012.0,,,,,,,,,,,,,,,,18426.83,572979.92,602496.65,,,,,,64391.3,,,,27348.0,43740.0,5133.87,
1.0,127044103.0,Hopewell Area SD,Beaver,1241544.87,,,,,,,,,,277482.0,46003.0,,22498.44,,,,,,,,,,,,,,,,,69688.03,735876.67,,,,,,75033.76,2547.6,2547.6,,,,9867.77,
1.0,127045303.0,Midland Borough SD,Beaver,1117234.99,,,,,,,,,,204973.12,17284.0,,13956.0,,,,,,,,,,,,,,,,,413672.67,413814.38,,,,,,36317.58,7263.36,7263.62,,,,2690.26,
1.0,127045653.0,New Brighton Area SD,Beaver,4904435.32,,,,,,,,,,572152.96,21111.89,,44251.07,,,,,,,,,,,,,,,105.14,,1837477.3,1945481.21,,,,,,133916.42,22577.55,28255.59,8203.0,,260897.65,30005.54,
1.0,127045853.0,Riverside Beaver County SD,Beaver,1156538.82,,,,,,,,,,238963.96,30545.0,,20805.97,,,,,,,,,,4007.34,,,,,,,,659818.47,,,,,,83160.72,15161.52,,,,102126.17,1949.67,
1.0,127046903.0,Rochester Area SD,Beaver,2225731.07,,,,,,,,,,359025.0,31780.0,,25771.0,,,,,,,,,,,,,,,,,513863.52,920109.86,,,,,,102904.34,3122.48,,15838.97,,227344.44,25971.46,
1.0,127047404.0,South Side Area SD,Beaver,750004.71,,,,,,,,,,129213.0,24351.0,,25476.75,,,,,,,,,,,,,,,,,,396775.06,,,,,,,,,,,165641.15,8547.75,
1.0,127049303.0,Western Beaver County SD,Beaver,565777.95,,,,,,,,,,129302.0,19080.0,,10307.0,,,,,,,,,,,,,,,,,18106.77,365195.23,,,,,,17386.5,3641.8,,,,,2758.65,
1.0,108051003.0,Bedford Area SD,Bedford,3282067.65,,,,,,,,,,433992.97,71307.0,,714389.87,,,,,,,,,,,,,,,,,188105.63,1692053.97,,,53199.2,,,108502.81,,14244.79,,,,6271.41,
1.0,108051503.0,Chestnut Ridge SD,Bedford,1130238.8,,,,,,,,,,290010.38,41774.17,,49855.6,,,,628.0,,,,,,,,,,,,,473489.1,152811.04,,,,,953.31,65385.92,5436.85,7197.54,-201.13,,32405.85,10492.17,
1.0,108053003.0,Everett Area SD,Bedford,2389341.65,,,,,,,,,,310745.71,70105.47,,624670.16,,,,,,,,,,,,,,,,,560246.23,727931.62,,,,,,25670.25,11730.26,6175.14,,,47570.79,4496.02,
1.0,108056004.0,Northern Bedford County SD,Bedford,1855304.47,,,,,,,,,,235341.0,31119.0,,18055.0,,,,,,,,,,,,,,,,,104648.62,1447317.31,,,,,,,,16883.35,,,,1940.19,
1.0,108058003.0,Tussey Mountain SD,Bedford,1111433.53,,,,,,,,,,258342.04,35731.0,,18038.0,,,,,,,,,,,,,,,,,52057.67,645193.95,,,,,,,10945.9,,,,89859.21,1265.76,
1.0,114060503.0,Antietam SD,Berks,2247129.39,,,,,,,,,,260710.0,33491.0,13307.06,233974.55,,,,,,,,,,,,,,,2864.0,,363740.9,1236401.28,,,,,,56591.52,7050.0,2752.08,,36247.0,,,
1.0,114060753.0,Boyertown Area SD,Berks,2483845.62,,,,,,,,,,698650.0,133666.0,,57770.0,,,,,,,,,,,,,,,207012.0,,212119.0,1132315.0,,,,,,,,,855.95,,,41457.67,
1.0,114060853.0,Brandywine Heights Area SD,Berks,1669544.68,,,,,,,,,,279512.77,47556.0,,28748.5,,,,,,,,,,,,,,,,,498331.73,773470.53,,,,,,18600.0,21028.0,2297.15,,,,,
1.0,114061103.0,Conrad Weiser Area SD,Berks,6248041.93,,,,,,,,,,583389.0,98114.72,,47509.0,,,,,,,,,,446125.83,,450251.19,,,,,114423.71,4132110.5,,,,,,169487.15,33897.15,33897.15,4599.43,130190.0,,4047.1,
1.0,114061503.0,Daniel Boone Area SD,Berks,1292098.33,,,,,,,,,,333021.91,64304.71,,40295.0,,,,,,,,,,,,,,,1077.0,,62705.76,786449.25,,,,,,-5346.58,679.17,,,3747.9,,5164.21,
1.0,114062003.0,Exeter Township SD,Berks,2774596.3,,,,,,,,,,502414.3,82645.92,100118.0,64024.16,,,,,,,,,,,,,,,,,,671150.89,,9520.0,157850.55,,,55369.14,1276.1,1276.12,4877.2,,1114180.06,9893.86,
1.0,114062503.0,Fleetwood Area SD,Berks,2496446.98,16937.7,,,,,,,,,361924.0,60869.0,13955.3,28815.0,,,,,,,,,,,,,,,,,350780.39,1553866.76,,,,,,59092.57,30079.63,20126.63,,,,,
1.0,114063003.0,Governor Mifflin SD,Berks,5608834.95,,,,,,285701.04,,,,581006.0,100988.04,26116.0,46622.36,,,,,,,,,,,,,,,1813.96,,1131920.34,2940443.24,,,,,2699.28,216424.0,45939.0,16955.36,,2973.0,200000.0,9233.33,
1.0,114063503.0,Hamburg Area SD,Berks,1658138.74,,,,,,,,,,453680.48,59972.0,,33618.0,,,,,,,,,,,,,,,,,699392.7,189023.13,,,,,,126845.54,29511.23,5093.76,,,61001.9,,
1.0,114064003.0,Kutztown Area SD,Berks,1794849.35,,,,,,,,,,262477.28,50456.75,5860.3,17010.84,,,,,,,,,,,,,,,,,563183.34,615686.32,,,,,,56471.5,20145.65,61.53,,,195595.0,7900.84,
1.0,114065503.0,Muhlenberg SD,Berks,3703247.87,,,,,,69102.95,,,,754262.56,99983.8,69845.0,61493.0,,,,,,,,,,,,,,,3218.88,,372080.56,1758213.65,,,,,,204278.14,33163.0,,12455.12,92277.0,156822.72,16051.49,
1.0,114066503.0,Oley Valley SD,Berks,546726.14,,,,,,,,,,368919.0,54500.0,,29591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88357.43,5358.71,
1.0,114067002.0,Reading SD,Berks,51491680.96,,,,55342.0,,141045.26,,,,15313991.7,1211687.95,838597.86,1130507.42,,,,,,,,,,,,,,,10595.01,,18670253.37,12576553.48,,,,,,757128.17,315715.07,169381.85,4887.5,262172.73,,33821.59,
1.0,114067503.0,Schuylkill Valley SD,Berks,908462.08,,,,,,,,,,4084.02,9742.97,,,,,,,,,,,,,,,,,,,135926.95,631437.0,,,,,,105586.14,21685.0,,,,,,
1.0,114068003.0,Tulpehocken Area SD,Berks,874957.6,,,,,,,,,,385907.26,53802.0,7288.0,2830.0,,,,,,,,,,,,,,,,,159074.37,68318.24,,,,,,,28207.64,5860.0,,,161692.24,1977.85,
1.0,114068103.0,Twin Valley SD,Berks,1508722.27,,,,,,,,,,576324.26,99784.0,,44775.0,,,,,,,,,,,,,,,,,575.0,500871.15,,,,,,160352.16,2470.37,20127.14,,,94000.0,9443.19,
1.0,114069103.0,Wilson SD,Berks,3318298.09,,,,,,,,,,679869.0,125075.68,35320.53,51729.44,,,,,,,,,,,,,,,7.36,,406634.78,1296398.0,,,,,,245773.0,47582.3,54616.0,,,350000.0,25292.0,
1.0,114069353.0,Wyomissing Area SD,Berks,1668478.91,,,,,,,,,,289807.0,63389.0,11945.0,23169.0,,,,,,,,,,,,,,,,,83759.0,841946.8,,,,,,81556.0,15315.0,7658.0,4251.0,,244451.0,1232.11,
1.0,108070502.0,Altoona Area SD,Blair,18769687.0,,,,,,,,,,2895983.32,407564.5,,331061.63,,,,,,,141180.51,,,295999.8,,,,,19965.0,96880.52,6057755.9,7499496.22,,12477.8,,8937.33,,326067.9,194319.36,99591.76,52626.06,81557.71,,53258.02,194963.66
1.0,108071003.0,Bellwood-Antis SD,Blair,1055140.67,,,,,,,,,,184804.85,30846.0,,27946.13,,,,,,,,,,,,,,,,,,674950.64,,,,,,46915.0,,8236.07,,,76321.17,5120.81,
1.0,108071504.0,Claysburg-Kimmel SD,Blair,1819794.92,,,,,,,,,,336234.0,34711.0,,26976.0,,,,,,,,,,,,,,,,,319414.0,1020826.66,,,,,,9392.0,9620.0,11120.0,5886.0,,44313.43,1301.83,
1.0,108073503.0,Hollidaysburg Area SD,Blair,2302707.68,,,,,,,,,,659784.21,86642.59,,51702.0,,,,,,,,,,,,,,,9369.43,,435494.83,705108.23,,,,,2694.56,77673.28,7191.21,14135.15,,,231569.38,21342.81,
1.0,108077503.0,Spring Cove SD,Blair,2281142.76,,,,,,,,,,436525.29,46003.76,,23649.96,,,,,,,,,,,,,,,,,,1288537.79,,,,,,80471.25,4841.16,29904.0,,,359490.94,11718.61,
1.0,108078003.0,Tyrone Area SD,Blair,3525273.61,,,,,,,,,,550106.63,65890.16,,44580.0,,19267.0,,,,,,,,,,,,,,,381092.63,2124493.88,,,,,,63615.89,14243.41,17550.55,4395.81,,209927.38,7443.51,22666.76
1.0,108079004.0,Williamsburg Community SD,Blair,583880.59,,,,,,,,,,153449.01,15427.0,,9775.07,33564.0,,,,,,,,,,,,,,,,,230424.6,,,,,,50019.13,10175.19,10291.5,,,66779.33,3975.76,
1.0,117080503.0,Athens Area SD,Bradford,3623915.83,,,,,,,,,,536883.24,46167.03,,212920.22,,,,,,,,,,,,,,,,46712.65,727111.61,1977596.29,,,,,,44978.2,8995.6,8995.64,2587.68,,,10967.67,
1.0,117081003.0,Canton Area SD,Bradford,2015076.6,,,,,,,,,,287376.0,35803.0,,25617.0,,,,,,,,,,,,,,,,,,1643681.0,,,,,,19614.0,,,2985.6,,,,
1.0,117083004.0,Northeast Bradford SD,Bradford,1305882.05,,,,,,35568.0,,,,250673.0,31141.0,846.37,283212.43,,,,,,,,,,,,,,,,,174773.7,480664.97,,,,,,13932.0,9527.63,,2158.19,,19070.59,4314.17,
1.0,117086003.0,Sayre Area SD,Bradford,2627953.36,,,,,,,,290.91,,297274.24,41066.31,,559967.4,,,,,,,,,,,,,,,,,239989.0,1453972.39,,,,,,20714.72,12972.23,,,,1706.16,,
1.0,117086503.0,Towanda Area SD,Bradford,3069729.05,,,,,,,,,,446401.97,63735.0,,54573.0,,,,,,,,,,,,,,,,,808110.52,1489968.2,,,,,,77635.02,27953.87,-11510.95,6201.2,,95553.52,11107.7,
1.0,117086653.0,Troy Area SD,Bradford,1321961.95,,,,,,,,,,405389.84,55160.8,,33762.49,,,,,,,,,,,,,,,,,162380.93,536330.11,,,,,,31158.06,29542.0,,,,56065.42,12172.3,
1.0,117089003.0,Wyalusing Area SD,Bradford,2839421.27,,,,,,,,,,295580.82,38016.26,,21672.18,,,,,,,,,,,,,,,,,721867.0,1485403.0,,,,,,66336.8,39308.6,6416.7,0.32,,150000.0,14819.59,
1.0,122091002.0,Bensalem Township SD,Bucks,9673567.64,,,,,,,,,,1438126.0,187080.0,153298.0,1019965.21,,,,,,,,,,,,,,,,31062.45,683542.0,4758608.0,,,,,,338288.11,394.61,10.28,16597.0,204725.67,752681.12,89189.19,
1.0,122091303.0,Bristol Borough SD,Bucks,2674839.39,,,,,,,,,,403719.8,40325.83,,716409.65,35653.0,,,,,,,,,,,,,,,,416390.36,914028.79,,,,,91201.51,15659.9,15659.9,15659.9,,,10130.75,,
1.0,122091352.0,Bristol Township SD,Bucks,10120658.63,,,,,,,,,,1682409.6,222823.2,41150.56,214791.29,,,,,,,,,,2729.12,,,,,,13806.43,,6917000.24,,,,,2113.94,92180.16,688250.61,18436.24,60276.25,2837.96,100000.0,61853.03,
1.0,122092002.0,Centennial SD,Bucks,3178681.21,,,,,,,,,,673594.0,120481.0,76089.06,54306.0,,,,,,,,,,,,,,,,,1108574.09,389271.38,,,,,,150526.12,22803.3,22803.56,200.0,74688.44,418900.83,66443.43,
1.0,122092102.0,Central Bucks SD,Bucks,10857731.88,,,,,,,,,,506363.28,342370.74,84578.38,111300.48,,,,,,,,,,,,,,,,,3567669.25,3152360.4,,,,,56578.13,177191.82,77500.92,-0.49,3682.6,,2692152.0,85984.37,
