AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)",Act 1 Earned Income 6131,Total Act 511 Flat 6140,"Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Total Act 511 Proportional
6150","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168",Current Mercantile 6169
104432903.0,Grove City Area SD,Mercer,1814166.9700000002,,121784.87,43501.0,,78283.87,,,,1692382.1,1502460.99,,189921.11,,,,,,0.0,,,,,,
104433303.0,Hermitage SD,Mercer,1978744.82,,106434.76000000001,43196.98,,63237.78,,,,1872310.06,1668507.18,,203802.88,,,,,,0.0,,,,,,
104433604.0,Jamestown Area SD,Mercer,316353.33999999997,,9846.65,9846.65,,,,,,306506.68999999994,276301.22,,30205.47,,,,,,0.0,,,,,,
104433903.0,Lakeview SD,Mercer,812212.13,,27431.22,22061.0,5370.22,,,,,784780.91,695469.29,,89311.62,,,,,,0.0,,,,,,
104435003.0,Mercer Area SD,Mercer,1012405.99,,52039.7,29147.1,,22892.6,,,,960366.29,849292.55,,111073.74,,,,,,0.0,,,,,,
104435303.0,Reynolds SD,Mercer,811216.8400000001,,43260.24,30425.51,,12834.73,,,,767956.6000000001,707281.91,,60674.69,,,,,,0.0,,,,,,
104435603.0,Sharon City SD,Mercer,1023239.8700000001,,67774.44,41260.68,,26513.76,,,,955465.43,820021.27,,135444.16,,,,,,0.0,,,,,,
104435703.0,Sharpsville Area SD,Mercer,786441.89,,43979.3,19119.6,24859.7,,,,,742462.59,695859.76,,46602.83,,,,,,0.0,,,,,,
104437503.0,West Middlesex Area SD,Mercer,674804.94,,32045.97,18736.4,,13309.57,,,,642758.97,642758.97,,,,,,,,0.0,,,,,,
111444602.0,Mifflin County SD,Mifflin,6191145.65,,198116.38,105055.2,,93061.18,,,,5993029.2700000005,5626453.24,,366576.03,,,,,,0.0,,,,,,
120452003.0,East Stroudsburg Area SD,Monroe,4073515.6,,76820.11,,,76820.11,,,,3996695.49,3313713.29,,682982.2,,,,,,0.0,,,,,,
120455203.0,Pleasant Valley SD,Monroe,3082469.14,,0.0,,,,,,,3082469.14,2751535.22,,330933.92,,,,,,0.0,,,,,,
120455403.0,Pocono Mountain SD,Monroe,6692986.03,,0.0,,,,,,,6692986.03,5289239.67,,1403746.36,,,,,,0.0,,,,,,
120456003.0,Stroudsburg Area SD,Monroe,3328373.64,,61182.47,,,61182.47,,,,3267191.17,2873674.54,,393516.63,,,,,,0.0,,,,,,
123460302.0,Abington SD,Montgomery,7819398.09,,0.0,,,,,,,7819398.09,6648388.99,,1171009.1,,,,,,0.0,,,,,,
123460504.0,Bryn Athyn SD,Montgomery,187496.0,,0.0,,,,,,,187496.0,187496.0,,,,,,,,0.0,,,,,,
123461302.0,Cheltenham Township SD,Montgomery,5161927.2299999995,,59381.69,,,59381.69,,,,5102545.539999999,3706108.3,,1034460.51,,,,361976.73,,0.0,,,,,,
123461602.0,Colonial SD,Montgomery,10004494.540000001,,0.0,,,,,,,10004494.540000001,8242763.44,,1712314.19,49416.91,,,,,0.0,,,,,,
123463603.0,Hatboro-Horsham SD,Montgomery,6328559.9,,0.0,,,,,,,6328559.9,5696382.32,,632177.58,,,,,,0.0,,,,,,
123463803.0,Jenkintown SD,Montgomery,1252960.0,,29335.0,,,29335.0,,,,1223625.0,1083297.0,,79179.0,,,,61149.0,,0.0,,,,,,
123464502.0,Lower Merion SD,Montgomery,3721956.1799999997,,221414.42,,,221414.42,,,,3500541.76,,,3500541.76,,,,,,0.0,,,,,,
123464603.0,Lower Moreland Township SD,Montgomery,2209779.77,,0.0,,,,,,,2209779.77,1889726.49,,320053.28,,,,,,0.0,,,,,,
123465303.0,Methacton SD,Montgomery,7442588.01,,185563.66999999998,93144.45,92419.22,,,,,7257024.34,6343220.89,,861646.99,52156.46,,,,,0.0,,,,,,
123465602.0,Norristown Area SD,Montgomery,7469441.0,,78077.67,78077.67,,,,,,7391363.33,6558442.01,,832921.32,,,,,,0.0,,,,,,
123465702.0,North Penn SD,Montgomery,18217858.0,,0.0,,,,,,,18217858.0,15327539.07,,2890318.93,,,,,,0.0,,,,,,
123466103.0,Perkiomen Valley SD,Montgomery,12604152.34,,167933.0,167933.0,,,,,,12436219.34,11625773.22,,810446.12,,,,,,0.0,,,,,,
123466303.0,Pottsgrove SD,Montgomery,3520734.0,,73371.0,49832.0,,23539.0,,,,3447363.0,2723877.0,,282560.0,,,,440926.0,,0.0,,,,,,
123466403.0,Pottstown SD,Montgomery,2462958.08,,82430.1,34199.86,,48230.24,,,,2380527.98,2002436.22,134713.08,243378.68,,,,,,0.0,,,,,,
123467103.0,Souderton Area SD,Montgomery,8281769.71,,137508.85,137508.85,,,,,,8144260.86,7188288.7,,955972.16,,,,,,0.0,,,,,,
123467203.0,Springfield Township SD,Montgomery,2931603.65,,0.0,,,,,,,2931603.65,2526312.71,,405290.94,,,,,,0.0,,,,,,
123467303.0,Spring-Ford Area SD,Montgomery,11173599.239999998,,265855.86,122433.0,,143422.86,,,,10907743.379999999,9119066.67,,1788676.71,,,,,,0.0,,,,,,
123468303.0,Upper Dublin SD,Montgomery,6453400.42,,0.0,,,,,,,6453400.42,5114657.92,,1338742.5,,,,,,0.0,,,,,,
123468402.0,Upper Merion Area SD,Montgomery,2296336.81,,239940.04,,,239940.04,,,,2056396.77,,,2039150.96,17245.81,,,,,0.0,,,,,,
123468503.0,Upper Moreland Township SD,Montgomery,3222129.55,,0.0,,,,,,,3222129.55,2829003.57,,393125.98,,,,,,0.0,,,,,,
123468603.0,Upper Perkiomen SD,Montgomery,3400760.95,,62897.1,62897.1,,,,,,3337863.85,2934523.95,,403339.9,,,,,,0.0,,,,,,
123469303.0,Wissahickon SD,Montgomery,9347116.74,,0.0,,,,,,,9347116.74,8015211.7,,1331905.04,,,,,,0.0,,,,,,
116471803.0,Danville Area SD,Montour,6479032.85,,0.0,,,,,,,6479032.85,6176137.37,,302895.48,,,,,,0.0,,,,,,
120480803.0,Bangor Area SD,Northampton,3517756.0,,21864.26,,,21864.26,,,,3495891.74,3212344.08,,283547.66,,,,,,0.0,,,,,,
120481002.0,Bethlehem Area SD,Northampton,17749460.41,,516638.04000000004,209389.73,,307248.31,,,,17232822.37,12206199.9,,2182911.39,,,,2843711.08,,0.0,,,,,,
120483302.0,Easton Area SD,Northampton,7996539.66,,0.0,,,,,,,7996539.66,6798807.59,,1197732.07,,,,,,0.0,,,,,,
120484803.0,Nazareth Area SD,Northampton,6550956.57,,0.0,,,,,,,6550956.57,5821250.19,,729706.38,,,,,,0.0,,,,,,
120484903.0,Northampton Area SD,Northampton,7405220.02,,131744.1,131744.1,,,,,,7273475.92,6800164.79,,473311.13,,,,,,0.0,,,,,,
120485603.0,Pen Argyl Area SD,Northampton,2368723.8,,23870.3,23870.3,,,,,,2344853.5,2170381.51,,174471.99,,,,,,0.0,,,,,,
120486003.0,Saucon Valley SD,Northampton,3413176.56,,64116.630000000005,46224.01,,17892.62,,,,3349059.93,2884352.47,,464707.46,,,,,,0.0,,,,,,
120488603.0,Wilson Area SD,Northampton,2480158.56,,19283.75,,,19283.75,,,,2460874.81,1822289.06,,241712.2,,,,396873.55,,0.0,,,,,,
116493503.0,Line Mountain SD,Northumberland,1754636.8,,23312.5,23312.5,,,,,,1731324.3,819982.98,846446.55,64894.77,,,,,,0.0,,,,,,
116495003.0,Milton Area SD,Northumberland,3828599.0500000003,,48476.45,48476.45,,,,,,3780122.6,3625576.71,,154545.89,,,,,,0.0,,,,,,
116495103.0,Mount Carmel Area SD,Northumberland,1200161.3399999999,,40476.69,27127.99,,13348.7,,,,1159684.65,825039.57,295551.12,39093.96,,,,,,0.0,,,,,,
116496503.0,Shamokin Area SD,Northumberland,2123684.92,,67310.12,38842.6,,28467.52,,,,2056374.7999999998,1279847.88,484902.0,93387.9,,198237.02,,,,0.0,,,,,,
116496603.0,Shikellamy SD,Northumberland,3708004.23,,47313.0,47313.0,,,,,,3660691.23,2058013.03,1407791.68,194886.52,,,,,,0.0,,,,,,
116498003.0,Warrior Run SD,Northumberland,3393205.4699999997,,31515.92,31515.92,,,,,,3361689.55,3178492.69,,183196.86,,,,,,0.0,,,,,,
115503004.0,Greenwood SD,Perry,1478588.1199999999,,0.0,,,,,,,1478588.1199999999,1404089.72,,74498.4,,,,,,0.0,,,,,,
115504003.0,Newport SD,Perry,1602084.8900000001,,21580.0,21580.0,,,,,,1580504.8900000001,1512248.35,,68256.54,,,,,,0.0,,,,,,
115506003.0,Susquenita SD,Perry,4237450.85,,0.0,,,,,,,4237450.85,4097384.1,,140066.75,,,,,,0.0,,,,,,
115508003.0,West Perry SD,Perry,4707638.7700000005,,53636.25,53636.25,,,,,,4654002.5200000005,4443674.15,,210328.37,,,,,,0.0,,,,,,
126515001.0,Philadelphia City SD,Philadelphia,211522299.5,,0.0,,,,,,,0.0,,,,,,,,,211522299.5,,51822353.53,129866194.5,29833751.47,,
120522003.0,Delaware Valley SD,Pike,496076.48,,0.0,,,,,,,496076.48,,,496076.48,,,,,,0.0,,,,,,
119648303.0,Wallenpaupack Area SD,Pike,708864.54,,0.0,,,,,,,708864.54,,,708864.54,,,,,,0.0,,,,,,
109530304.0,Austin Area SD,Potter,105508.82,,3480.63,3480.63,,,,,,102028.19,94551.98,,7476.21,,,,,,0.0,,,,,,
109531304.0,Coudersport Area SD,Potter,655465.2499999999,,44031.08,13294.97,,30736.11,,,,611434.1699999999,501942.02,50096.57,59395.58,,,,,,0.0,,,,,,
109532804.0,Galeton Area SD,Potter,258855.8,,0.0,,,,,,,258855.8,209406.25,,49449.55,,,,,,0.0,,,,,,
109535504.0,Northern Potter SD,Potter,353195.30000000005,,9986.5,9986.5,,,,,,343208.80000000005,245612.89,54284.0,43311.91,,,,,,0.0,,,,,,
109537504.0,Oswayo Valley SD,Potter,327516.04,,0.0,,,,,,,327516.04,177370.43,74562.06,75583.55,,,,,,0.0,,,,,,
129540803.0,Blue Mountain SD,Schuylkill,4201045.81,,46486.11,,,42617.21,3868.9,,,4154559.6999999997,2366706.88,1518087.42,269765.4,,,,,,0.0,,,,,,
129544503.0,Mahanoy Area SD,Schuylkill,872839.09,,11907.98,,,11907.98,,,,860931.11,602924.03,214169.8,41043.59,2793.69,,,,,0.0,,,,,,
129544703.0,Minersville Area SD,Schuylkill,1240050.36,,37341.6,20695.6,,16646.0,,,,1202708.76,750467.98,407998.8,44241.98,,,,,,0.0,,,,,,
129545003.0,North Schuylkill SD,Schuylkill,2244067.06,,24459.25,,,24459.25,,,,2219607.81,1345568.89,784206.03,89832.89,,,,,,0.0,,,,,,
129546003.0,Pine Grove Area SD,Schuylkill,1973569.9700000002,,15442.33,,,15442.33,,,,1958127.6400000001,1109526.09,744496.0,104105.55,,,,,,0.0,,,,,,
129546103.0,Pottsville Area SD,Schuylkill,3500809.44,,91127.25,40212.7,,50914.55,,,,3409682.19,1653995.16,442630.0,110270.53,,1202786.5,,,,0.0,,,,,,
129546803.0,Saint Clair Area SD,Schuylkill,885162.3999999999,,35121.56,15510.8,,19610.76,,,,850040.84,551501.43,60004.7,15752.33,,222782.38,,,,0.0,,,,,,
129547303.0,Schuylkill Haven Area SD,Schuylkill,1406277.39,,24781.71,15283.12,,9498.59,,,,1381495.68,851419.82,448288.0,81787.86,,,,,,0.0,,,,,,
129547203.0,Shenandoah Valley SD,Schuylkill,576962.26,,18592.42,9138.2,,9454.22,,,,558369.84,476841.23,62105.0,19423.61,,,,,,0.0,,,,,,
129547603.0,Tamaqua Area SD,Schuylkill,2763951.36,,57423.61,33339.1,,24084.51,,,,2706527.75,1501956.31,1094074.5,110496.94,,,,,,0.0,,,,,,
129547803.0,Tri-Valley SD,Schuylkill,1405565.48,,47712.85,20462.85,,27250.0,,,,1357852.63,657367.23,610351.67,90133.73,,,,,,0.0,,,,,,
129548803.0,Williams Valley SD,Schuylkill,1063468.72,,22852.63,19475.5,,3377.13,,,,1040616.09,580841.69,427523.4,32251.0,,,,,,0.0,,,,,,
116555003.0,Midd-West SD,Snyder,5106646.21,,51919.59,51919.59,,,,,,5054726.62,4921185.64,,133540.98,,,,,,0.0,,,,,,
116557103.0,Selinsgrove Area SD,Snyder,6715130.72,,61095.84,61095.84,,,,,,6654034.88,6406487.35,,247547.53,,,,,,0.0,,,,,,
108561003.0,Berlin Brothersvalley SD,Somerset,571222.47,,35055.1,14813.1,20242.0,,,,,536167.37,494651.15,,41516.22,,,,,,0.0,,,,,,
108561803.0,Conemaugh Township Area SD,Somerset,723807.1799999999,,26640.57,16388.2,,10252.37,,,,697166.61,593922.65,47563.75,55680.21,,,,,,0.0,,,,,,
108565203.0,Meyersdale Area SD,Somerset,564337.53,,16321.8,16321.8,,,,,,548015.73,513917.56,,34098.17,,,,,,0.0,,,,,,
108565503.0,North Star SD,Somerset,775080.63,,16193.2,16193.2,,,,,,758887.43,722534.92,,36352.51,,,,,,0.0,,,,,,
108566303.0,Rockwood Area SD,Somerset,653173.86,,0.0,,,,,,,653173.86,511224.02,,141949.84,,,,,,0.0,,,,,,
108567004.0,Salisbury-Elk Lick SD,Somerset,209289.19,,6840.35,6840.35,,,,,,202448.84,186953.32,,15495.52,,,,,,0.0,,,,,,
108567204.0,Shade-Central City SD,Somerset,301072.73000000004,,2779.4,,,2779.4,,,,298293.33,270526.46,,27766.87,,,,,,0.0,,,,,,
108567404.0,Shanksville-Stonycreek SD,Somerset,333575.68,,8295.67,8295.67,,,,,,325280.01,265824.4,,59455.61,,,,,,0.0,,,,,,
108567703.0,Somerset Area SD,Somerset,2326489.0,,117248.7,29170.18,57760.75,30317.77,,,,2209240.3,1561709.49,,267296.02,,190117.4,,190117.39,,0.0,,,,,,
108568404.0,Turkeyfoot Valley Area SD,Somerset,186786.69,,0.0,,,,,,,186786.69,153288.66,,33498.03,,,,,,0.0,,,,,,
108569103.0,Windber Area SD,Somerset,715661.12,,12857.52,,,12857.52,,,,702803.6,646773.09,,56030.51,,,,,,0.0,,,,,,
117576303.0,Sullivan County SD,Sullivan,594767.25,,0.0,,,,,,,594767.25,465594.77,,129172.48,,,,,,0.0,,,,,,
119581003.0,Blue Ridge SD,Susquehanna,69556.07,,0.0,,,,,,,69556.07,,,69556.07,,,,,,0.0,,,,,,
119582503.0,Elk Lake SD,Susquehanna,776997.2500000001,,15248.9,15248.9,,,,,,761748.3500000001,626797.18,,134951.17,,,,,,0.0,,,,,,
119583003.0,Forest City Regional SD,Susquehanna,647160.02,,9430.3,9430.3,,,,,,637729.72,581929.76,,55799.96,,,,,,0.0,,,,,,
119584503.0,Montrose Area SD,Susquehanna,264606.37,,20326.65,20326.65,,,,,,244279.72,,77352.75,166926.97,,,,,,0.0,,,,,,
119584603.0,Mountain View SD,Susquehanna,953125.1299999999,,15388.2,15388.2,,,,,,937736.9299999999,744936.8,78607.2,114192.93,,,,,,0.0,,,,,,
119586503.0,Susquehanna Community SD,Susquehanna,61141.42,,0.0,,,,,,,61141.42,,,61141.42,,,,,,0.0,,,,,,
117596003.0,Northern Tioga SD,Tioga,2002055.93,,16342.47,,,16342.47,,,,1985713.46,1863656.68,,122056.78,,,,,,0.0,,,,,,
117597003.0,Southern Tioga SD,Tioga,2780682.7199999997,,0.0,,,,,,,2780682.7199999997,2585373.19,,195309.53,,,,,,0.0,,,,,,
117598503.0,Wellsboro Area SD,Tioga,2212750.8,,35284.34,,,35284.34,,,,2177466.46,2051491.78,,125974.68,,,,,,0.0,,,,,,
116604003.0,Lewisburg Area SD,Union,6453279.21,,52661.27,52661.27,,,,,,6400617.94,6039135.37,,361482.57,,,,,,0.0,,,,,,
116605003.0,Mifflinburg Area SD,Union,4402487.42,,66581.2,66581.2,,,,,,4335906.22,4162028.5,,173877.72,,,,,,0.0,,,,,,
106611303.0,Cranberry Area SD,Venango,909620.3799999999,,116031.19,30266.85,40944.0,44820.34,,,,793589.19,738001.88,,55587.31,,,,,,0.0,,,,,,
106612203.0,Franklin Area SD,Venango,1432065.85,,77253.85,34243.79,,43010.06,,,,1354812.0,1237743.64,,117068.36,,,,,,0.0,,,,,,
106616203.0,Oil City Area SD,Venango,1223219.9200000002,,52392.58,33602.4,,18790.18,,,,1170827.34,1103373.24,,67454.1,,,,,,0.0,,,,,,
106617203.0,Titusville Area SD,Venango,1119929.03,,65377.7,30245.05,,35132.65,,,,1054551.33,950062.48,,104488.85,,,,,,0.0,,,,,,
106618603.0,Valley Grove SD,Venango,567334.0,,48079.68,17865.14,,30214.54,,,,519254.32,492275.68,,26978.64,,,,,,0.0,,,,,,
105628302.0,Warren County SD,Warren,3593804.35,,100007.11,,,100007.11,,,,3493797.24,3181300.43,,312496.81,,,,,,0.0,,,,,,
101630504.0,Avella Area SD,Washington,440140.47,,12061.0,12061.0,,,,,,428079.47,428079.47,,,,,,,,0.0,,,,,,
101630903.0,Bentworth SD,Washington,901817.05,,59203.18,43577.01,,15626.17,,,,842613.87,780724.38,,61889.49,,,,,,0.0,,,,,,
101631003.0,Bethlehem-Center SD,Washington,972870.05,,31520.420000000002,24886.04,,6634.38,,,,941349.63,854488.53,,86861.1,,,,,,0.0,,,,,,
101631203.0,Burgettstown Area SD,Washington,1063347.24,,12693.55,12693.55,,,,,,1050653.69,959849.02,,90804.67,,,,,,0.0,,,,,,
101631503.0,California Area SD,Washington,834350.69,,53173.119999999995,18987.0,15445.5,18740.62,,,,781177.57,646280.44,,134897.13,,,,,,0.0,,,,,,
101631703.0,Canon-McMillan SD,Washington,6977530.81,,110309.95,,,110309.95,,,,6867220.859999999,5506284.38,,1360936.48,,,,,,0.0,,,,,,
101631803.0,Charleroi SD,Washington,1210016.33,,23628.79,10860.3,,12768.49,,,,1186387.54,993159.01,,150545.81,,,,42682.72,,0.0,,,,,,
101631903.0,Chartiers-Houston SD,Washington,1176708.73,,24117.8,,,24117.8,,,,1152590.93,1003495.6,,149095.33,,,,,,0.0,,,,,,
101632403.0,Fort Cherry SD,Washington,1038996.0,,24609.0,24609.0,,,,,,1014387.0,904850.0,,109537.0,,,,,,0.0,,,,,,
101633903.0,McGuffey SD,Washington,1760017.94,,85789.4,35776.6,50012.8,,,,,1674228.54,1453078.27,,221150.27,,,,,,0.0,,,,,,
101636503.0,Peters Township SD,Washington,6503659.25,,37025.18,,,37025.18,,,,6466634.07,5629430.28,,837203.79,,,,,,0.0,,,,,,
101637002.0,Ringgold SD,Washington,3058810.8000000003,,111621.18,73033.65,,38587.53,,,,2947189.62,2535089.92,,317935.06,,,,94164.64,,0.0,,,,,,
101638003.0,Trinity Area SD,Washington,4834684.170000001,,141438.19,80409.98,,61028.21,,,,4693245.98,3095297.83,,555634.39,,,,1042313.76,,0.0,,,,,,
101638803.0,Washington SD,Washington,1995404.56,,97068.63,52413.96,,44654.67,,,,1898335.93,1132394.88,,144147.5,,371537.3,,250256.25,,0.0,,,,,,
119648703.0,Wayne Highlands SD,Wayne,783177.85,,55559.2,55559.2,,,,,,727618.65,,376787.94,350830.71,,,,,,0.0,,,,,,
119648903.0,Western Wayne SD,Wayne,252933.96,,0.0,,,,,,,252933.96,,,252933.96,,,,,,0.0,,,,,,
107650603.0,Belle Vernon Area SD,Westmoreland,3078259.07,,68292.61,42273.5,,26019.11,,,,3009966.46,1958516.03,,217428.06,,247182.67,,586839.7,,0.0,,,,,,
107650703.0,Burrell SD,Westmoreland,1811514.31,,66893.35,43939.8,,22953.55,,,,1744620.96,1593639.08,,150981.88,,,,,,0.0,,,,,,
107651603.0,Derry Area SD,Westmoreland,1637852.87,,57220.880000000005,27616.2,,29604.68,,,,1580631.99,1451420.01,,129211.98,,,,,,0.0,,,,,,
107652603.0,Franklin Regional SD,Westmoreland,4816476.899999999,,105795.95,67964.75,,36901.2,,930.0,,4710680.949999999,4207620.85,,481751.39,21308.71,,,,,0.0,,,,,,
107653102.0,Greater Latrobe SD,Westmoreland,4130365.42,,146238.53,78423.75,,67814.78,,,,3984126.89,3605442.06,,378684.83,,,,,,0.0,,,,,,
107653203.0,Greensburg Salem SD,Westmoreland,2618454.32,,78453.1,48930.75,29522.35,,,,,2540001.2199999997,2300496.44,,239504.78,,,,,,0.0,,,,,,
107653802.0,Hempfield Area SD,Westmoreland,6818942.659999999,,248868.72,110856.41,,138012.31,,,,6570073.9399999995,5886475.05,,683598.89,,,,,,0.0,,,,,,
107654103.0,Jeannette City SD,Westmoreland,819848.0,,53902.0,34062.0,19840.0,,,,,765946.0,709368.0,,56578.0,,,,,,0.0,,,,,,
107654403.0,Kiski Area SD,Westmoreland,3129205.2500000005,,69335.2,69335.2,,,,,,3059870.0500000003,2798003.95,,261866.1,,,,,,0.0,,,,,,
107654903.0,Ligonier Valley SD,Westmoreland,2035504.54,,51396.09,29783.56,,21612.53,,,,1984108.45,1610092.44,,247358.29,126657.72,,,,,0.0,,,,,,
107655803.0,Monessen City SD,Westmoreland,602697.51,,8112.24,,,8112.24,,,,594585.27,530673.75,,29735.86,,,,34175.66,,0.0,,,,,,
107655903.0,Mount Pleasant Area SD,Westmoreland,1808496.79,,51020.81,30577.84,,20442.97,,,,1757475.98,1633045.39,,124430.59,,,,,,0.0,,,,,,
107656303.0,New Kensington-Arnold SD,Westmoreland,1749869.74,,48085.57,30865.7,,17219.87,,,,1701784.17,1459621.25,,242162.92,,,,,,0.0,,,,,,
107656502.0,Norwin SD,Westmoreland,5601557.53,,206556.52999999997,87064.98,67563.81,51927.74,,,,5395001.0,4871570.05,,523430.95,,,,,,0.0,,,,,,
107657103.0,Penn-Trafford SD,Westmoreland,4443449.1,,152548.72,127570.33,,24978.39,,,,4290900.38,3926278.91,,364621.47,,,,,,0.0,,,,,,
107657503.0,Southmoreland SD,Westmoreland,1462128.88,,42643.89,,,42643.89,,,,1419484.99,1329496.41,,89988.58,,,,,,0.0,,,,,,
107658903.0,Yough SD,Westmoreland,1903142.71,,83064.42,33272.88,28166.0,21625.54,,,,1820078.29,1711005.53,,109072.76,,,,,,0.0,,,,,,
119665003.0,Lackawanna Trail SD,Wyoming,1070061.0,,19885.0,19885.0,,,,,,1050176.0,950889.0,,99287.0,,,,,,0.0,,,,,,
118667503.0,Tunkhannock Area SD,Wyoming,2167889.13,,89367.15,37292.7,,52074.45,,,,2078521.98,1860384.09,,218137.89,,,,,,0.0,,,,,,
112671303.0,Central York SD,York,5622815.399999999,,0.0,,,,,,,5622815.399999999,4915791.31,,707024.09,,,,,,0.0,,,,,,
112671603.0,Dallastown Area SD,York,6162592.06,,0.0,,,,,,,6162592.06,5285556.55,,668905.76,,,,,208129.75,0.0,,,,,,
112671803.0,Dover Area SD,York,5517827.06,,66174.35,66174.35,,,,,,5451652.71,5127272.85,,324379.86,,,,,,0.0,,,,,,
112672203.0,Eastern York SD,York,2330039.04,,139652.47,36222.05,63121.3,40309.12,,,,2190386.57,1959281.02,,231105.55,,,,,,0.0,,,,,,
112672803.0,Hanover Public SD,York,1783773.0,,118481.0,39494.0,78987.0,,,,,1665292.0,1478031.0,,187261.0,,,,,,0.0,,,,,,
112674403.0,Northeastern York SD,York,3294280.47,,164580.09999999998,60898.7,103681.4,,,,,3129700.37,2606522.74,,523177.63,,,,,,0.0,,,,,,
115674603.0,Northern York County SD,York,4721827.56,,66002.5,66002.5,,,,,,4655825.06,4332970.21,,311218.84,11636.01,,,,,0.0,,,,,,
112675503.0,Red Lion Area SD,York,4940944.43,,234877.1,99965.9,134911.2,,,,,4706067.33,4212684.69,,493382.64,,,,,,0.0,,,,,,
112676203.0,South Eastern SD,York,2491963.47,,37222.36,,,37222.36,,,,2454741.1100000003,2108698.49,,346042.62,,,,,,0.0,,,,,,
112676403.0,South Western SD,York,3690271.95,,0.0,,,,,,,3690271.95,3275983.33,,414288.62,,,,,,0.0,,,,,,
112676503.0,Southern York County SD,York,5053801.909999999,,0.0,,,,,,,5053801.909999999,4574355.77,,479446.14,,,,,,0.0,,,,,,
112676703.0,Spring Grove Area SD,York,2489669.85,,0.0,,,,,,,2489669.85,2132995.85,,356674.0,,,,,,0.0,,,,,,
115219002.0,West Shore SD,York,16192766.0,,175473.0,175473.0,,,,,,16017293.0,14548463.0,,1468830.0,,,,,,0.0,,,,,,
112678503.0,West York Area SD,York,3381811.0,,0.0,,,,,,,3381811.0,2538072.0,,843739.0,,,,,,0.0,,,,,,
112679002.0,York City SD,York,2443800.65,,0.0,,,,,,,2443800.65,1922579.0,,521221.65,,,,,,0.0,,,,,,
112679403.0,York Suburban SD,York,3540887.74,,0.0,,,,,,,3540887.74,2999336.85,,541550.89,,,,,,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1973865110.6399996,74184471.95,34836198.26000002,11811665.819999991,5684806.93,14671973.689999994,1529969.6,61302.1,1076480.1199999999,1538063264.6399992,1265894089.6900005,27401356.040000003,187525889.09999996,4323725.74,27332197.799999997,3568.49,23789807.839999996,1792629.94,326781175.79,101252866.06,51822353.53,129866194.5,29833751.47,14003045.23,2965.0
