AUN,School District,County,Tuition to Other SDs in the State,"Tuition to Brick & Mortar Charter
Schools:
Nonspecial","Tuition to Cyber Charter
Schools:
Nonspecial","Tuition to Brick & Mortar Charter
Schools:
Special","Tuition to Cyber Charter
Schools:
Special",Tuition to Nonpublic Schools,Tuition to CTCs,Tuition to Higher Ed and Technical Institutes,Tuition to Approved Private Schools,Tuition to PRRIs and Detention Centers,Tuition to Other LEAs
119583003.0,Forest City Regional SD,Susquehanna,46998.01,71143.34,540447.17,0.0,493000.98,,355632.9,12000.0,28424.23,,
119584503.0,Montrose Area SD,Susquehanna,2000.0,,1730991.01,,0.0,,532598.62,26000.0,29518.45,69497.39,
119584603.0,Mountain View SD,Susquehanna,10354.02,123970.25,739812.21,30604.62,444670.11,,442629.94,24975.0,-71.26,,
119586503.0,Susquehanna Community SD,Susquehanna,331611.08,,496203.0,,124051.0,,266683.17,27650.0,28475.3,,125190.65
117596003.0,Northern Tioga SD,Tioga,57646.88,,715951.54,,650895.31,,,,48588.94,2319.05,218990.0
117597003.0,Southern Tioga SD,Tioga,73510.71,8733.94,623954.14,0.0,573760.05,,,,,,7749.18
117598503.0,Wellsboro Area SD,Tioga,109369.49,,491397.05,,461662.77,,,,,13414.09,23123.0
116604003.0,Lewisburg Area SD,Union,392365.19,,458305.62,,102319.4,,823608.48,,15931.96,,
116605003.0,Mifflinburg Area SD,Union,,,918011.68,,393559.63,,1446816.06,,304090.0,201425.82,
106611303.0,Cranberry Area SD,Venango,158981.63,,362761.42,,202292.78,,512316.74,,91500.0,42822.9,1450.0
106612203.0,Franklin Area SD,Venango,253162.62,1524.8,586485.72,6246.36,688549.69,725284.16,1163138.68,,13518.76,5185.8,
106616203.0,Oil City Area SD,Venango,435024.26,5669.04,834171.77,6871.48,473217.55,172769.63,1050534.81,,149477.58,114567.59,300.0
106617203.0,Titusville Area SD,Venango,303597.66,215937.49,385728.8,189954.07,107693.46,145690.66,815726.57,,128182.16,,1593.53
106618603.0,Valley Grove SD,Venango,273798.29,,218860.53,,133737.2,237181.52,520477.44,,,628.15,
105628302.0,Warren County SD,Warren,21437.0,2155267.7,1257268.98,1545387.94,1142250.56,463687.56,,,73596.23,33933.59,
101630504.0,Avella Area SD,Washington,,,,,,,,,,,
101630903.0,Bentworth SD,Washington,126329.71,,483260.06,,346526.85,,362324.28,,309645.11,83345.0,50220.0
101631003.0,Bethlehem-Center SD,Washington,88226.44,125643.23,887266.98,178268.46,315017.21,410536.65,355551.84,,65496.15,,
101631203.0,Burgettstown Area SD,Washington,90883.66,,726241.66,,462910.95,220421.64,316394.7,,45195.07,,1483.25
101631503.0,California Area SD,Washington,38570.8,,254182.54,,321699.83,13536.01,375171.92,,201539.39,10696.13,223449.88
101631703.0,Canon-McMillan SD,Washington,78764.56,103222.71,1818306.42,7966.84,1040686.71,,785326.01,,830698.21,315347.63,1410177.42
101631803.0,Charleroi SD,Washington,6352.14,,578276.16,,316064.51,,416404.0,,119268.66,14415.6,
101631903.0,Chartiers-Houston SD,Washington,176504.76,9302.1,448446.99,0.0,203442.92,14446.77,344030.76,,28476.58,,1200.0
101632403.0,Fort Cherry SD,Washington,11102.36,,358881.09,,150879.56,,577359.13,,71889.05,23822.93,583760.4
101633903.0,McGuffey SD,Washington,152373.46,52662.28,677136.98,2764.53,692100.54,,500042.78,,,-4645.0,-5082.0
101636503.0,Peters Township SD,Washington,12320.43,96065.31,402168.86,25390.8,576251.45,451749.88,301630.17,,205329.27,8105.14,40276.0
101637002.0,Ringgold SD,Washington,58372.71,105524.1,1105256.06,44885.82,598711.91,915764.59,725744.08,,175005.8,,14960.0
101638003.0,Trinity Area SD,Washington,106767.34,99257.92,1253633.11,0.0,0.0,72135.8,582244.59,336445.63,512365.08,225473.44,1169.0
101638803.0,Washington SD,Washington,1042798.84,,1048743.79,,783422.07,,243906.08,32163.0,130460.11,1323.51,
119648703.0,Wayne Highlands SD,Wayne,1013771.77,,1906378.47,,1354568.25,204840.9,,,1705.28,10821.58,6423.0
119648903.0,Western Wayne SD,Wayne,3679.07,21630.79,936586.45,0.0,1337929.28,,66934.35,,1705.28,53416.77,40940.0
107650603.0,Belle Vernon Area SD,Westmoreland,41155.0,,852200.0,,526746.0,170346.0,996115.0,,81387.0,,130518.0
107650703.0,Burrell SD,Westmoreland,90228.28,,299018.28,,142167.54,17583.66,672916.08,,89328.32,9238.41,275450.05
107651603.0,Derry Area SD,Westmoreland,191112.83,,899090.18,,690112.07,1054568.79,835787.3,,,,10200.0
107652603.0,Franklin Regional SD,Westmoreland,84356.11,142442.04,643836.21,73080.02,372694.79,462939.09,595098.92,,409655.66,103874.73,41325.0
107653102.0,Greater Latrobe SD,Westmoreland,382639.72,149733.6,974069.56,0.0,649301.52,738632.34,1657978.15,2060.0,113192.92,78354.68,6200.0
107653203.0,Greensburg Salem SD,Westmoreland,132315.85,,1109360.18,,1075217.98,248858.58,760689.0,,37716.83,425892.08,716796.02
107653802.0,Hempfield Area SD,Westmoreland,931955.64,80237.16,1927469.57,32647.69,1078542.8,805432.96,1553363.61,,61487.21,10921.87,
107654103.0,Jeannette City SD,Westmoreland,192515.31,28888.75,687150.54,0.0,730260.53,658282.42,264335.18,,202644.21,12064.03,
107654403.0,Kiski Area SD,Westmoreland,1105774.64,,1586107.81,,495210.03,,1442678.01,,290646.15,,
107654903.0,Ligonier Valley SD,Westmoreland,83041.25,,730756.06,,1010101.29,600523.42,806059.43,,62178.68,16227.16,
107655803.0,Monessen City SD,Westmoreland,110537.65,12298.22,764745.99,12731.79,507696.63,181019.61,239777.39,,116741.65,56977.05,
107655903.0,Mount Pleasant Area SD,Westmoreland,375486.17,,905277.57,,731555.56,766869.56,917472.65,,67324.59,3529.11,
107656303.0,New Kensington-Arnold SD,Westmoreland,457819.33,61383.17,1069109.12,31503.0,900546.79,,615678.55,,610404.45,9518.05,
107656502.0,Norwin SD,Westmoreland,34953.34,227171.62,976699.29,98138.17,412302.96,689460.73,957780.76,,420843.71,12845.36,
107657103.0,Penn-Trafford SD,Westmoreland,21890.25,,1453545.52,,484935.63,11195.8,542467.85,,845658.0,836004.97,
107657503.0,Southmoreland SD,Westmoreland,1993.51,0.0,859511.96,167100.59,399034.57,481425.74,582932.0,,7889.68,,
107658903.0,Yough SD,Westmoreland,73957.02,,738735.86,,320761.74,486497.95,837476.0,,140605.93,,61003.2
119665003.0,Lackawanna Trail SD,Wyoming,505739.0,30416.0,626496.0,0.0,566528.0,,440854.0,,105457.0,,
118667503.0,Tunkhannock Area SD,Wyoming,,2916.2,1073637.8,24516.27,1400363.13,,389840.82,,56848.46,28643.75,
112671303.0,Central York SD,York,221645.58,780426.67,1437458.18,155960.68,818507.08,,2200427.72,988.5,734662.0,,
112671603.0,Dallastown Area SD,York,438930.41,1104659.34,667401.11,1120399.65,116961.84,530985.4,2502825.56,29051.0,,785502.62,
112671803.0,Dover Area SD,York,56397.56,362227.3,1429516.93,56424.12,832838.21,,1159673.79,,1705.28,1044165.05,55800.0
112672203.0,Eastern York SD,York,120550.53,46461.39,1498747.76,0.0,1029654.03,129611.58,1347766.37,,,,55800.0
112672803.0,Hanover Public SD,York,1420208.0,315000.0,671779.0,172350.0,334558.0,,381028.0,,,-1159.0,11826.0
112674403.0,Northeastern York SD,York,146689.39,275757.7,2290781.67,19215.46,1417749.24,,1891856.39,,,1287775.46,
115674603.0,Northern York County SD,York,349020.9,,1825748.89,,884955.77,,563956.68,,26716.09,10448.86,696.0
112675503.0,Red Lion Area SD,York,219830.0,371304.0,1989271.0,31961.0,1476435.0,56797.0,3064314.0,,1705.0,,
112676203.0,South Eastern SD,York,96650.88,3399.1,756886.88,0.0,572492.13,583434.25,1531443.26,,,,5814.21
112676403.0,South Western SD,York,738385.46,385303.39,2229708.35,0.0,0.0,,1270662.0,,,,511130.93
112676503.0,Southern York County SD,York,611448.08,0.0,752090.65,29478.09,722238.54,524533.86,1280373.37,12875.0,,6414.14,
112676703.0,Spring Grove Area SD,York,252053.19,284556.84,1331769.61,159127.92,871421.09,,1777533.05,23000.0,82293.99,651718.72,122173.46
115219002.0,West Shore SD,York,291174.77,0.0,4251746.59,2005.92,4157999.71,1772353.15,1618542.0,489716.64,1636.9,21127.76,
112678503.0,West York Area SD,York,342230.78,2415227.88,905941.6,1279164.09,314191.6,1258410.83,1417625.81,14375.0,,24094.87,55800.0
112679002.0,York City SD,York,708454.86,16206116.42,5215120.74,6687029.93,4150421.92,,3376114.53,,28495.49,2235562.35,136503.0
112679403.0,York Suburban SD,York,186430.61,,1764154.54,,820534.95,,1165148.56,,,136837.98,76924.0
,,,,,,,,,,,,,
,,,164250938.8600001,1050275593.5300003,613469894.1299993,526190449.57999986,454024618.53999954,174321924.94000003,484356820.71000004,27220960.05,137244430.2900001,69280432.15999997,52811867.90000003
