Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic,% Advanced/Proficient
2023,EVERGREEN COMMUNITY CS,Biology,All Students,11,14,14.3,28.6,28.6,28.6,42.9
2023,EVERGREEN COMMUNITY CS,Biology,White (not Hispanic),11,11,18.2,36.4,18.2,27.3,54.5
2023,EVERGREEN COMMUNITY CS,Literature,All Students,11,15,13.3,33.3,46.7,6.7,46.7
2023,EVERGREEN COMMUNITY CS,Literature,White (not Hispanic),11,12,16.7,33.3,50,0,50
2023,PLEASANT VALLEY HS,Algebra I,All Students,11,215,5.1,24.7,62.3,7.9,29.8
2023,PLEASANT VALLEY HS,Algebra I,White (not Hispanic),11,142,4.2,28.2,59.2,8.5,32.4
2023,PLEASANT VALLEY HS,Algebra I,Black or African American (not Hispanic),11,18,5.6,11.1,83.3,0,16.7
2023,PLEASANT VALLEY HS,Algebra I,Hispanic (any race),11,42,4.8,19,64.3,11.9,23.8
2023,PLEASANT VALLEY HS,Algebra I,IEP,11,38,0,7.9,57.9,34.2,7.9
2023,PLEASANT VALLEY HS,Algebra I,Economically Disadvantaged,11,95,3.2,26.3,62.1,8.4,29.5
2023,PLEASANT VALLEY HS,Biology,All Students,11,273,24.9,29.7,31.9,13.6,54.6
2023,PLEASANT VALLEY HS,Biology,White (not Hispanic),11,191,27.2,30.4,28.8,13.6,57.6
2023,PLEASANT VALLEY HS,Biology,Black or African American (not Hispanic),11,20,20,30,45,5,50
2023,PLEASANT VALLEY HS,Biology,Hispanic (any race),11,47,17,23.4,40.4,19.1,40.4
2023,PLEASANT VALLEY HS,Biology,IEP,11,41,9.8,19.5,29.3,41.5,29.3
2023,PLEASANT VALLEY HS,Biology,Economically Disadvantaged,11,115,20,28.7,36.5,14.8,48.7
2023,PLEASANT VALLEY HS,Literature,All Students,11,277,9.4,65.7,20.2,4.7,75.1
2023,PLEASANT VALLEY HS,Literature,White (not Hispanic),11,194,10.3,64.9,19.1,5.7,75.3
2023,PLEASANT VALLEY HS,Literature,Black or African American (not Hispanic),11,21,14.3,76.2,9.5,0,90.5
2023,PLEASANT VALLEY HS,Literature,Hispanic (any race),11,47,4.3,61.7,29.8,4.3,66
2023,PLEASANT VALLEY HS,Literature,IEP,11,41,2.4,34.1,36.6,26.8,36.6
2023,PLEASANT VALLEY HS,Literature,Economically Disadvantaged,11,118,8.5,62.7,22.9,5.9,71.2
2023,POCONO MOUNTAIN EAST HS,Algebra I,All Students,11,198,7.6,34.3,35.9,22.2,41.9
2023,POCONO MOUNTAIN EAST HS,Algebra I,White (not Hispanic),11,104,7.7,36.5,35.6,20.2,44.2
2023,POCONO MOUNTAIN EAST HS,Algebra I,Black or African American (not Hispanic),11,39,12.8,25.6,38.5,23.1,38.5
2023,POCONO MOUNTAIN EAST HS,Algebra I,Hispanic (any race),11,50,4,34,36,26,38
2023,POCONO MOUNTAIN EAST HS,Algebra I,IEP,11,51,3.9,11.8,51,33.3,15.7
2023,POCONO MOUNTAIN EAST HS,Algebra I,Economically Disadvantaged,11,107,8.4,24.3,39.3,28,32.7
2023,POCONO MOUNTAIN EAST HS,Biology,All Students,11,244,13.5,29.1,40.2,17.2,42.6
2023,POCONO MOUNTAIN EAST HS,Biology,White (not Hispanic),11,144,19.4,28.5,36.8,15.3,47.9
2023,POCONO MOUNTAIN EAST HS,Biology,Black or African American (not Hispanic),11,46,2.2,30.4,50,17.4,32.6
2023,POCONO MOUNTAIN EAST HS,Biology,Hispanic (any race),11,48,6.3,33.3,37.5,22.9,39.6
2023,POCONO MOUNTAIN EAST HS,Biology,IEP,11,47,4.3,14.9,36.2,44.7,19.1
2023,POCONO MOUNTAIN EAST HS,Biology,Economically Disadvantaged,11,117,8.5,26.5,41,23.9,35
2023,POCONO MOUNTAIN EAST HS,Literature,All Students,11,251,4.8,62.5,24.3,8.4,67.3
2023,POCONO MOUNTAIN EAST HS,Literature,White (not Hispanic),11,146,6.2,65.8,19.9,8.2,71.9
2023,POCONO MOUNTAIN EAST HS,Literature,Black or African American (not Hispanic),11,49,0,67.3,26.5,6.1,67.3
2023,POCONO MOUNTAIN EAST HS,Literature,Hispanic (any race),11,49,4.1,51,32.7,12.2,55.1
2023,POCONO MOUNTAIN EAST HS,Literature,IEP,11,50,0,32,36,32,32
2023,POCONO MOUNTAIN EAST HS,Literature,Economically Disadvantaged,11,118,2.5,55.1,29.7,12.7,57.6
2023,POCONO MOUNTAIN WEST HS,Algebra I,All Students,11,272,5.1,32,39.3,23.5,37.1
2023,POCONO MOUNTAIN WEST HS,Algebra I,White (not Hispanic),11,81,3.7,33.3,45.7,17.3,37
2023,POCONO MOUNTAIN WEST HS,Algebra I,Black or African American (not Hispanic),11,98,6.1,31.6,35.7,26.5,37.8
2023,POCONO MOUNTAIN WEST HS,Algebra I,Hispanic (any race),11,81,6.2,27.2,39.5,27.2,33.3
2023,POCONO MOUNTAIN WEST HS,Algebra I,IEP,11,57,0,7,40.4,52.6,7
2023,POCONO MOUNTAIN WEST HS,Algebra I,Economically Disadvantaged,11,189,5.3,30.2,40.2,24.3,35.4
2023,POCONO MOUNTAIN WEST HS,Biology,All Students,11,306,10.8,29.1,33,27.1,39.9
2023,POCONO MOUNTAIN WEST HS,Biology,White (not Hispanic),11,106,13.2,29.2,42.5,15.1,42.5
2023,POCONO MOUNTAIN WEST HS,Biology,Black or African American (not Hispanic),11,100,10,29,28,33,39
2023,POCONO MOUNTAIN WEST HS,Biology,Hispanic (any race),11,86,7,26.7,31.4,34.9,33.7
2023,POCONO MOUNTAIN WEST HS,Biology,IEP,11,58,0,10.3,25.9,63.8,10.3
2023,POCONO MOUNTAIN WEST HS,Biology,Economically Disadvantaged,11,201,9,29.9,30.8,30.3,38.8
2023,POCONO MOUNTAIN WEST HS,Literature,All Students,11,314,4.1,53.5,29.9,12.4,57.6
2023,POCONO MOUNTAIN WEST HS,Literature,White (not Hispanic),11,107,7.5,56.1,28,8.4,63.6
2023,POCONO MOUNTAIN WEST HS,Literature,Black or African American (not Hispanic),11,100,1,54,32,13,55
2023,POCONO MOUNTAIN WEST HS,Literature,Hispanic (any race),11,90,3.3,51.1,30,15.6,54.4
2023,POCONO MOUNTAIN WEST HS,Literature,IEP,11,57,0,12.3,47.4,40.4,12.3
2023,POCONO MOUNTAIN WEST HS,Literature,Economically Disadvantaged,11,210,3.8,50.5,30.5,15.2,54.3
2023,STROUDSBURG HS,Algebra I,All Students,11,299,6.7,33.1,45.5,14.7,39.8
2023,STROUDSBURG HS,Algebra I,White (not Hispanic),11,126,10.3,36.5,38.9,14.3,46.8
2023,STROUDSBURG HS,Algebra I,Black or African American (not Hispanic),11,63,1.6,33.3,44.4,20.6,34.9
2023,STROUDSBURG HS,Algebra I,Hispanic (any race),11,89,3.4,27,56.2,13.5,30.3
2023,STROUDSBURG HS,Algebra I,IEP,11,47,0,6.4,36.2,57.4,6.4
2023,STROUDSBURG HS,Algebra I,Economically Disadvantaged,11,139,5,28.8,49.6,16.5,33.8
2023,STROUDSBURG HS,Biology,All Students,11,363,21.2,35,27.3,16.5,56.2
2023,STROUDSBURG HS,Biology,White (not Hispanic),11,162,25.9,37,25.9,11.1,63
2023,STROUDSBURG HS,Biology,Black or African American (not Hispanic),11,72,16.7,36.1,20.8,26.4,52.8
2023,STROUDSBURG HS,Biology,Hispanic (any race),11,101,13.9,29.7,34.7,21.8,43.6
2023,STROUDSBURG HS,Biology,Asian (not Hispanic),11,13,46.2,38.5,15.4,0,84.6
2023,STROUDSBURG HS,Biology,Multi-Racial (not Hispanic),11,12,25,33.3,33.3,8.3,58.3
2023,STROUDSBURG HS,Biology,IEP,11,54,1.9,16.7,31.5,50,18.5
2023,STROUDSBURG HS,Biology,Economically Disadvantaged,11,162,14.8,35.2,31.5,18.5,50
2023,STROUDSBURG HS,Literature,All Students,11,370,11.9,59.2,23.5,5.4,71.1
2023,STROUDSBURG HS,Literature,White (not Hispanic),11,164,14,68.3,14.6,3,82.3
2023,STROUDSBURG HS,Literature,Black or African American (not Hispanic),11,76,9.2,50,27.6,13.2,59.2
2023,STROUDSBURG HS,Literature,Hispanic (any race),11,102,5.9,55.9,33.3,4.9,61.8
2023,STROUDSBURG HS,Literature,Asian (not Hispanic),11,13,46.2,30.8,23.1,0,76.9
2023,STROUDSBURG HS,Literature,Multi-Racial (not Hispanic),11,12,16.7,58.3,25,0,75
2023,STROUDSBURG HS,Literature,IEP,11,56,3.6,26.8,46.4,23.2,30.4
2023,STROUDSBURG HS,Literature,Economically Disadvantaged,11,165,7.9,58.8,26.7,6.7,66.7
2023,ABINGTON SHS,Algebra I,All Students,11,214,3.3,22.9,48.6,25.2,26.2
2023,ABINGTON SHS,Algebra I,White (not Hispanic),11,107,2.8,31.8,46.7,18.7,34.6
2023,ABINGTON SHS,Algebra I,Black or African American (not Hispanic),11,56,1.8,5.4,62.5,30.4,7.1
2023,ABINGTON SHS,Algebra I,Hispanic (any race),11,23,0,17.4,34.8,47.8,17.4
2023,ABINGTON SHS,Algebra I,Asian (not Hispanic),11,14,14.3,35.7,35.7,14.3,50
2023,ABINGTON SHS,Algebra I,Multi-Racial (not Hispanic),11,14,7.1,21.4,42.9,28.6,28.6
2023,ABINGTON SHS,Algebra I,IEP,11,40,0,12.5,30,57.5,12.5
2023,ABINGTON SHS,Algebra I,ELL,11,13,0,23.1,46.2,30.8,23.1
2023,ABINGTON SHS,Algebra I,Economically Disadvantaged,11,82,0,23.2,46.3,30.5,23.2
2023,ABINGTON SHS,Biology,All Students,11,403,29.3,30.8,22.3,17.6,60
2023,ABINGTON SHS,Biology,White (not Hispanic),11,238,32.4,36.1,19.3,12.2,68.5
2023,ABINGTON SHS,Biology,Black or African American (not Hispanic),11,70,10,22.9,34.3,32.9,32.9
2023,ABINGTON SHS,Biology,Hispanic (any race),11,38,23.7,21.1,28.9,26.3,44.7
2023,ABINGTON SHS,Biology,Asian (not Hispanic),11,35,48.6,22.9,14.3,14.3,71.4
2023,ABINGTON SHS,Biology,Multi-Racial (not Hispanic),11,22,36.4,27.3,18.2,18.2,63.6
2023,ABINGTON SHS,Biology,IEP,11,44,15.9,6.8,18.2,59.1,22.7
2023,ABINGTON SHS,Biology,ELL,11,13,0,7.7,38.5,53.8,7.7
2023,ABINGTON SHS,Biology,Economically Disadvantaged,11,131,20.6,25.2,29.8,24.4,45.8
2023,ABINGTON SHS,Literature,All Students,11,581,9.8,66.8,12.7,10.7,76.6
2023,ABINGTON SHS,Literature,White (not Hispanic),11,339,12.4,70.5,9.4,7.7,82.9
2023,ABINGTON SHS,Literature,Black or African American (not Hispanic),11,110,4.5,47.3,22.7,25.5,51.8
2023,ABINGTON SHS,Literature,Hispanic (any race),11,56,7.1,69.6,14.3,8.9,76.8
2023,ABINGTON SHS,Literature,Asian (not Hispanic),11,37,13.5,78.4,5.4,2.7,91.9
2023,ABINGTON SHS,Literature,Multi-Racial (not Hispanic),11,38,2.6,76.3,15.8,5.3,78.9
2023,ABINGTON SHS,Literature,IEP,11,91,0,34.1,20.9,45.1,34.1
2023,ABINGTON SHS,Literature,Economically Disadvantaged,11,200,4.5,62,16,17.5,66.5
2023,CHELTENHAM HS,Algebra I,All Students,11,206,12.1,12.1,41.3,34.5,24.3
2023,CHELTENHAM HS,Algebra I,White (not Hispanic),11,60,33.3,23.3,30,13.3,56.7
2023,CHELTENHAM HS,Algebra I,Black or African American (not Hispanic),11,113,2.7,6.2,43.4,47.8,8.8
2023,CHELTENHAM HS,Algebra I,Hispanic (any race),11,20,0,15,55,30,15
2023,CHELTENHAM HS,Algebra I,IEP,11,49,0,6.1,20.4,73.5,6.1
2023,CHELTENHAM HS,Algebra I,Economically Disadvantaged,11,78,2.6,3.8,42.3,51.3,6.4
2023,CHELTENHAM HS,Biology,All Students,11,222,9,30.2,34.7,26.1,39.2
2023,CHELTENHAM HS,Biology,White (not Hispanic),11,77,18.2,36.4,37.7,7.8,54.5
2023,CHELTENHAM HS,Biology,Black or African American (not Hispanic),11,104,0,21.2,37.5,41.3,21.2
2023,CHELTENHAM HS,Biology,Hispanic (any race),11,20,5,45,15,35,50
2023,CHELTENHAM HS,Biology,Asian (not Hispanic),11,12,33.3,50,8.3,8.3,83.3
2023,CHELTENHAM HS,Biology,IEP,11,37,5.4,13.5,27,54.1,18.9
2023,CHELTENHAM HS,Biology,Economically Disadvantaged,11,76,5.3,21.1,32.9,40.8,26.3
2023,CHELTENHAM HS,Literature,All Students,11,283,4.9,58,26.5,10.6,62.9
2023,CHELTENHAM HS,Literature,White (not Hispanic),11,88,13.6,71.6,10.2,4.5,85.2
2023,CHELTENHAM HS,Literature,Black or African American (not Hispanic),11,148,0.7,47.3,35.8,16.2,48
2023,CHELTENHAM HS,Literature,Hispanic (any race),11,23,0,65.2,26.1,8.7,65.2
2023,CHELTENHAM HS,Literature,Asian (not Hispanic),11,14,7.1,78.6,14.3,0,85.7
2023,CHELTENHAM HS,Literature,IEP,11,56,0,25,46.4,28.6,25
2023,CHELTENHAM HS,Literature,Economically Disadvantaged,11,102,1,46.1,37.3,15.7,47.1
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,All Students,11,332,38.3,38.6,18.4,4.8,76.8
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,White (not Hispanic),11,235,44.7,40,12.8,2.6,84.7
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,Black or African American (not Hispanic),11,45,8.9,33.3,46.7,11.1,42.2
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,Hispanic (any race),11,21,9.5,47.6,28.6,14.3,57.1
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,Asian (not Hispanic),11,17,58.8,29.4,5.9,5.9,88.2
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,Multi-Racial (not Hispanic),11,14,42.9,28.6,21.4,7.1,71.4
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,IEP,11,45,4.4,20,46.7,28.9,24.4
2023,PLYMOUTH-WHITEMARSH SHS,Algebra I,Economically Disadvantaged,11,100,16,40,35,9,56
2023,PLYMOUTH-WHITEMARSH SHS,Biology,All Students,11,332,46.1,31.9,14.8,7.2,78
2023,PLYMOUTH-WHITEMARSH SHS,Biology,White (not Hispanic),11,234,51.3,32.5,11.5,4.7,83.8
2023,PLYMOUTH-WHITEMARSH SHS,Biology,Black or African American (not Hispanic),11,45,20,33.3,26.7,20,53.3
2023,PLYMOUTH-WHITEMARSH SHS,Biology,Hispanic (any race),11,22,22.7,36.4,36.4,4.5,59.1
2023,PLYMOUTH-WHITEMARSH SHS,Biology,Asian (not Hispanic),11,17,64.7,17.6,11.8,5.9,82.4
2023,PLYMOUTH-WHITEMARSH SHS,Biology,Multi-Racial (not Hispanic),11,14,57.1,28.6,0,14.3,85.7
2023,PLYMOUTH-WHITEMARSH SHS,Biology,IEP,11,43,4.7,34.9,30.2,30.2,39.5
2023,PLYMOUTH-WHITEMARSH SHS,Biology,Economically Disadvantaged,11,100,27,34,26,13,61
2023,PLYMOUTH-WHITEMARSH SHS,Literature,All Students,11,333,23.7,58.9,14.7,2.7,82.6
2023,PLYMOUTH-WHITEMARSH SHS,Literature,White (not Hispanic),11,234,27.8,59.8,11.5,0.9,87.6
2023,PLYMOUTH-WHITEMARSH SHS,Literature,Black or African American (not Hispanic),11,46,6.5,52.2,32.6,8.7,58.7
2023,PLYMOUTH-WHITEMARSH SHS,Literature,Hispanic (any race),11,22,9.1,63.6,22.7,4.5,72.7
2023,PLYMOUTH-WHITEMARSH SHS,Literature,Asian (not Hispanic),11,17,41.2,47.1,5.9,5.9,88.2
2023,PLYMOUTH-WHITEMARSH SHS,Literature,Multi-Racial (not Hispanic),11,14,14.3,71.4,7.1,7.1,85.7
2023,PLYMOUTH-WHITEMARSH SHS,Literature,IEP,11,45,2.2,31.1,48.9,17.8,33.3
2023,PLYMOUTH-WHITEMARSH SHS,Literature,Economically Disadvantaged,11,101,6.9,58.4,28.7,5.9,65.3
2023,HATBORO-HORSHAM SHS,Algebra I,All Students,11,242,13.6,20.2,45,21.1,33.9
2023,HATBORO-HORSHAM SHS,Algebra I,White (not Hispanic),11,166,17.5,22.9,42.2,17.5,40.4
2023,HATBORO-HORSHAM SHS,Algebra I,Black or African American (not Hispanic),11,20,0,10,45,45,10
2023,HATBORO-HORSHAM SHS,Algebra I,Hispanic (any race),11,34,0,11.8,55.9,32.4,11.8
2023,HATBORO-HORSHAM SHS,Algebra I,Asian (not Hispanic),11,12,25,25,50,0,50
2023,HATBORO-HORSHAM SHS,Algebra I,IEP,11,54,0,7.4,42.6,50,7.4
2023,HATBORO-HORSHAM SHS,Algebra I,Economically Disadvantaged,11,85,4.7,12.9,49.4,32.9,17.6
2023,HATBORO-HORSHAM SHS,Biology,All Students,11,299,17.1,35.5,27.1,20.4,52.5
2023,HATBORO-HORSHAM SHS,Biology,White (not Hispanic),11,212,20.8,35.8,27.8,15.6,56.6
2023,HATBORO-HORSHAM SHS,Biology,Black or African American (not Hispanic),11,22,4.5,27.3,31.8,36.4,31.8
2023,HATBORO-HORSHAM SHS,Biology,Hispanic (any race),11,36,5.6,19.4,25,50,25
2023,HATBORO-HORSHAM SHS,Biology,Asian (not Hispanic),11,15,20,66.7,13.3,0,86.7
2023,HATBORO-HORSHAM SHS,Biology,Multi-Racial (not Hispanic),11,13,7.7,46.2,30.8,15.4,53.8
2023,HATBORO-HORSHAM SHS,Biology,IEP,11,56,3.6,12.5,28.6,55.4,16.1
2023,HATBORO-HORSHAM SHS,Biology,Economically Disadvantaged,11,89,4.5,30.3,27,38.2,34.8
2023,HATBORO-HORSHAM SHS,Literature,All Students,11,297,5.4,58.2,23.6,12.8,63.6
2023,HATBORO-HORSHAM SHS,Literature,White (not Hispanic),11,213,6.6,63.8,20.2,9.4,70.4
2023,HATBORO-HORSHAM SHS,Literature,Black or African American (not Hispanic),11,21,0,23.8,57.1,19,23.8
2023,HATBORO-HORSHAM SHS,Literature,Hispanic (any race),11,34,0,41.2,23.5,35.3,41.2
2023,HATBORO-HORSHAM SHS,Literature,Asian (not Hispanic),11,15,6.7,86.7,6.7,0,93.3
2023,HATBORO-HORSHAM SHS,Literature,Multi-Racial (not Hispanic),11,13,7.7,38.5,38.5,15.4,46.2
2023,HATBORO-HORSHAM SHS,Literature,IEP,11,57,0,14,42.1,43.9,14
2023,HATBORO-HORSHAM SHS,Literature,Economically Disadvantaged,11,89,0,40.4,32.6,27,40.4
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Algebra I,All Students,11,29,34.5,13.8,34.5,17.2,48.3
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Algebra I,White (not Hispanic),11,22,40.9,18.2,36.4,4.5,59.1
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Biology,All Students,11,33,15.2,33.3,36.4,15.2,48.5
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Biology,White (not Hispanic),11,26,19.2,30.8,34.6,15.4,50
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Literature,All Students,11,45,31.1,51.1,15.6,2.2,82.2
2023,JENKINTOWN MIDDLE/HIGH SCHOOL,Literature,White (not Hispanic),11,36,27.8,58.3,11.1,2.8,86.1
2023,HARRITON SHS,Algebra I,All Students,11,325,45.2,33.5,17.8,3.4,78.8
2023,HARRITON SHS,Algebra I,White (not Hispanic),11,226,49.6,36.3,12.8,1.3,85.8
2023,HARRITON SHS,Algebra I,Black or African American (not Hispanic),11,28,7.1,28.6,60.7,3.6,35.7
2023,HARRITON SHS,Algebra I,Hispanic (any race),11,18,5.6,22.2,44.4,27.8,27.8
2023,HARRITON SHS,Algebra I,Asian (not Hispanic),11,36,72.2,22.2,2.8,2.8,94.4
2023,HARRITON SHS,Algebra I,Multi-Racial (not Hispanic),11,17,35.3,41.2,17.6,5.9,76.5
2023,HARRITON SHS,Algebra I,IEP,11,63,14.3,25.4,49.2,11.1,39.7
2023,HARRITON SHS,Algebra I,Economically Disadvantaged,11,49,22.4,24.5,38.8,14.3,46.9
2023,HARRITON SHS,Biology,All Students,11,324,40.7,34.9,21,3.4,75.6
2023,HARRITON SHS,Biology,White (not Hispanic),11,227,41,40.5,16.3,2.2,81.5
2023,HARRITON SHS,Biology,Black or African American (not Hispanic),11,28,17.9,25,50,7.1,42.9
2023,HARRITON SHS,Biology,Hispanic (any race),11,18,5.6,27.8,44.4,22.2,33.3
2023,HARRITON SHS,Biology,Asian (not Hispanic),11,34,76.5,8.8,14.7,0,85.3
2023,HARRITON SHS,Biology,Multi-Racial (not Hispanic),11,17,41.2,35.3,23.5,0,76.5
2023,HARRITON SHS,Biology,IEP,11,63,15.9,19,52.4,12.7,34.9
2023,HARRITON SHS,Biology,Economically Disadvantaged,11,48,10.4,31.3,47.9,10.4,41.7
2023,HARRITON SHS,Literature,All Students,11,325,24.9,67.1,6.5,1.5,92
2023,HARRITON SHS,Literature,White (not Hispanic),11,227,26,70.9,2.2,0.9,96.9
2023,HARRITON SHS,Literature,Black or African American (not Hispanic),11,28,3.6,60.7,35.7,0,64.3
2023,HARRITON SHS,Literature,Hispanic (any race),11,18,11.1,55.6,27.8,5.6,66.7
2023,HARRITON SHS,Literature,Asian (not Hispanic),11,35,37.1,62.9,0,0,100
2023,HARRITON SHS,Literature,Multi-Racial (not Hispanic),11,17,35.3,47.1,5.9,11.8,82.4
2023,HARRITON SHS,Literature,IEP,11,63,7.9,61.9,22.2,7.9,69.8
2023,HARRITON SHS,Literature,Economically Disadvantaged,11,49,4.1,69.4,20.4,6.1,73.5
2023,LOWER MERION HS,Algebra I,All Students,11,405,42.2,33.3,20.2,4.2,75.6
2023,LOWER MERION HS,Algebra I,White (not Hispanic),11,275,47.3,36.4,14.9,1.5,83.6
2023,LOWER MERION HS,Algebra I,Black or African American (not Hispanic),11,43,11.6,20.9,48.8,18.6,32.6
2023,LOWER MERION HS,Algebra I,Hispanic (any race),11,34,20.6,32.4,32.4,14.7,52.9
2023,LOWER MERION HS,Algebra I,Asian (not Hispanic),11,29,51.7,31,17.2,0,82.8
2023,LOWER MERION HS,Algebra I,Multi-Racial (not Hispanic),11,23,60.9,21.7,17.4,0,82.6
2023,LOWER MERION HS,Algebra I,IEP,11,76,11.8,32.9,42.1,13.2,44.7
2023,LOWER MERION HS,Algebra I,Economically Disadvantaged,11,67,19.4,17.9,47.8,14.9,37.3
2023,LOWER MERION HS,Biology,All Students,11,400,49.5,36.3,10,4.3,85.8
2023,LOWER MERION HS,Biology,White (not Hispanic),11,274,57.7,33.2,6.9,2.2,90.9
2023,LOWER MERION HS,Biology,Black or African American (not Hispanic),11,44,11.4,40.9,31.8,15.9,52.3
2023,LOWER MERION HS,Biology,Hispanic (any race),11,28,14.3,53.6,21.4,10.7,67.9
2023,LOWER MERION HS,Biology,Asian (not Hispanic),11,29,55.2,41.4,3.4,0,96.6
2023,LOWER MERION HS,Biology,Multi-Racial (not Hispanic),11,24,62.5,33.3,0,4.2,95.8
2023,LOWER MERION HS,Biology,IEP,11,76,17.1,51.3,19.7,11.8,68.4
2023,LOWER MERION HS,Biology,Economically Disadvantaged,11,63,20.6,49.2,19,11.1,69.8
2023,LOWER MERION HS,Literature,All Students,11,406,28.1,64.8,5.2,2,92.9
2023,LOWER MERION HS,Literature,White (not Hispanic),11,277,32.9,63.9,2.5,0.7,96.8
2023,LOWER MERION HS,Literature,Black or African American (not Hispanic),11,45,4.4,62.2,22.2,11.1,66.7
2023,LOWER MERION HS,Literature,Hispanic (any race),11,29,13.8,72.4,10.3,3.4,86.2
2023,LOWER MERION HS,Literature,Asian (not Hispanic),11,31,29,71,0,0,100
2023,LOWER MERION HS,Literature,Multi-Racial (not Hispanic),11,23,34.8,60.9,4.3,0,95.7
2023,LOWER MERION HS,Literature,IEP,11,74,10.8,68.9,14.9,5.4,79.7
2023,LOWER MERION HS,Literature,Economically Disadvantaged,11,64,12.5,64.1,15.6,7.8,76.6
2023,LOWER MORELAND HS,Algebra I,All Students,11,56,32.1,21.4,32.1,14.3,53.6
2023,LOWER MORELAND HS,Algebra I,White (not Hispanic),11,42,23.8,16.7,42.9,16.7,40.5
2023,LOWER MORELAND HS,Algebra I,IEP,11,13,0,0,53.8,46.2,0
2023,LOWER MORELAND HS,Algebra I,Economically Disadvantaged,11,13,7.7,30.8,38.5,23.1,38.5
2023,LOWER MORELAND HS,Biology,All Students,11,202,40.6,38.1,16.3,5,78.7
2023,LOWER MORELAND HS,Biology,White (not Hispanic),11,147,35.4,38.8,19,6.8,74.1
2023,LOWER MORELAND HS,Biology,Asian (not Hispanic),11,36,58.3,36.1,5.6,0,94.4
2023,LOWER MORELAND HS,Biology,IEP,11,22,13.6,27.3,36.4,22.7,40.9
2023,LOWER MORELAND HS,Biology,Economically Disadvantaged,11,33,33.3,42.4,15.2,9.1,75.8
2023,LOWER MORELAND HS,Literature,All Students,11,201,10.4,71.1,15.4,3,81.6
2023,LOWER MORELAND HS,Literature,White (not Hispanic),11,146,6.8,71.2,17.8,4.1,78.1
2023,LOWER MORELAND HS,Literature,Asian (not Hispanic),11,36,19.4,72.2,8.3,0,91.7
2023,LOWER MORELAND HS,Literature,IEP,11,22,4.5,40.9,31.8,22.7,45.5
2023,LOWER MORELAND HS,Literature,Economically Disadvantaged,11,32,6.3,59.4,28.1,6.3,65.6
2023,METHACTON HS,Algebra I,All Students,11,184,6.5,29.3,43.5,20.7,35.9
2023,METHACTON HS,Algebra I,White (not Hispanic),11,121,5,31.4,47.1,16.5,36.4
2023,METHACTON HS,Algebra I,Black or African American (not Hispanic),11,16,0,6.3,37.5,56.3,6.3
2023,METHACTON HS,Algebra I,Hispanic (any race),11,18,0,38.9,38.9,22.2,38.9
2023,METHACTON HS,Algebra I,Multi-Racial (not Hispanic),11,19,10.5,21.1,47.4,21.1,31.6
2023,METHACTON HS,Algebra I,IEP,11,50,0,6,44,50,6
2023,METHACTON HS,Algebra I,Economically Disadvantaged,11,39,0,20.5,33.3,46.2,20.5
2023,METHACTON HS,Biology,All Students,11,363,38.8,34.2,18.7,8.3,73
2023,METHACTON HS,Biology,White (not Hispanic),11,245,37.6,35.1,20.8,6.5,72.7
2023,METHACTON HS,Biology,Black or African American (not Hispanic),11,19,10.5,26.3,36.8,26.3,36.8
2023,METHACTON HS,Biology,Hispanic (any race),11,23,21.7,43.5,17.4,17.4,65.2
2023,METHACTON HS,Biology,Asian (not Hispanic),11,48,68.8,27.1,2.1,2.1,95.8
2023,METHACTON HS,Biology,Multi-Racial (not Hispanic),11,26,30.8,34.6,19.2,15.4,65.4
2023,METHACTON HS,Biology,IEP,11,55,10.9,16.4,32.7,40,27.3
2023,METHACTON HS,Biology,Economically Disadvantaged,11,49,26.5,22.4,26.5,24.5,49
2023,METHACTON HS,Literature,All Students,11,363,5.2,70,20.1,4.7,75.2
2023,METHACTON HS,Literature,White (not Hispanic),11,245,6.1,69.8,21.6,2.4,75.9
2023,METHACTON HS,Literature,Black or African American (not Hispanic),11,19,0,36.8,31.6,31.6,36.8
2023,METHACTON HS,Literature,Hispanic (any race),11,22,0,77.3,13.6,9.1,77.3
2023,METHACTON HS,Literature,Asian (not Hispanic),11,48,4.2,89.6,6.3,0,93.8
2023,METHACTON HS,Literature,Multi-Racial (not Hispanic),11,27,7.4,51.9,29.6,11.1,59.3
2023,METHACTON HS,Literature,IEP,11,56,0,32.1,50,17.9,32.1
2023,METHACTON HS,Literature,Economically Disadvantaged,11,48,0,58.3,27.1,14.6,58.3
2023,NORRISTOWN AREA HS,Algebra I,All Students,11,416,4.6,13.5,49.5,32.5,18
2023,NORRISTOWN AREA HS,Algebra I,White (not Hispanic),11,50,12,22,54,12,34
