Year,School Name,Subject,Grade,Group,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2019,THE NEW ACADEMY CS,Literature,11,Historically Underperforming,23,0.0,0.0,21.7,78.3
2019,UPPER SAINT CLAIR HS,Algebra I,11,All Students,330,51.8,37.6,10.0,0.6
2019,UPPER SAINT CLAIR HS,Algebra I,11,Historically Underperforming,61,37.7,29.5,29.5,3.3
2019,UPPER SAINT CLAIR HS,Biology,11,All Students,329,59.0,32.8,7.3,0.9
2019,UPPER SAINT CLAIR HS,Biology,11,Historically Underperforming,60,35.0,35.0,25.0,5.0
2019,UPPER SAINT CLAIR HS,Literature,11,All Students,328,33.5,62.5,3.0,0.9
2019,UPPER SAINT CLAIR HS,Literature,11,Historically Underperforming,59,22.0,55.9,16.9,5.1
2019,URBAN PATHWAYS 6-12 CS,Algebra I,11,All Students,30,6.7,10.0,50.0,33.3
2019,URBAN PATHWAYS 6-12 CS,Algebra I,11,Historically Underperforming,25,4.0,4.0,56.0,36.0
2019,URBAN PATHWAYS 6-12 CS,Biology,11,All Students,35,2.9,17.1,28.6,51.4
2019,URBAN PATHWAYS 6-12 CS,Biology,11,Historically Underperforming,29,0.0,13.8,27.6,58.6
2019,URBAN PATHWAYS 6-12 CS,Literature,11,All Students,35,2.9,28.6,31.4,37.1
2019,URBAN PATHWAYS 6-12 CS,Literature,11,Historically Underperforming,29,0.0,24.1,31.0,44.8
2019,WEST ALLEGHENY SHS,Algebra I,11,All Students,224,18.8,55.4,22.8,3.1
2019,WEST ALLEGHENY SHS,Algebra I,11,Historically Underperforming,57,8.8,38.6,40.4,12.3
2019,WEST ALLEGHENY SHS,Biology,11,All Students,227,23.3,59.5,11.9,5.3
2019,WEST ALLEGHENY SHS,Biology,11,Historically Underperforming,61,14.8,44.3,26.2,14.8
2019,WEST ALLEGHENY SHS,Literature,11,All Students,229,21.0,65.5,10.5,3.1
2019,WEST ALLEGHENY SHS,Literature,11,Historically Underperforming,60,11.7,53.3,23.3,11.7
2019,THOMAS JEFFERSON HS,Algebra I,11,All Students,215,35.8,43.7,15.3,5.1
2019,THOMAS JEFFERSON HS,Algebra I,11,Historically Underperforming,46,15.2,34.8,28.3,21.7
2019,THOMAS JEFFERSON HS,Biology,11,All Students,214,31.8,49.5,14.5,4.2
2019,THOMAS JEFFERSON HS,Biology,11,Historically Underperforming,46,15.2,47.8,19.6,17.4
2019,THOMAS JEFFERSON HS,Literature,11,All Students,212,28.8,61.8,7.1,2.4
2019,THOMAS JEFFERSON HS,Literature,11,Historically Underperforming,44,15.9,52.3,20.5,11.4
2019,WEST MIFFLIN AREA HS,Algebra I,11,All Students,210,7.6,35.7,32.4,24.3
2019,WEST MIFFLIN AREA HS,Algebra I,11,Historically Underperforming,113,6.2,22.1,33.6,38.1
2019,WEST MIFFLIN AREA HS,Biology,11,All Students,204,15.2,33.8,27.9,23.0
2019,WEST MIFFLIN AREA HS,Biology,11,Historically Underperforming,107,11.2,20.6,32.7,35.5
2019,WEST MIFFLIN AREA HS,Literature,11,All Students,208,5.8,59.6,20.7,13.9
2019,WEST MIFFLIN AREA HS,Literature,11,Historically Underperforming,111,5.4,47.7,23.4,23.4
2019,WESTINGHOUSE ARTS ACADEMY CS,Algebra I,11,All Students,25,16.0,40.0,32.0,12.0
2019,WESTINGHOUSE ARTS ACADEMY CS,Algebra I,11,Historically Underperforming,9,,,,
2019,WESTINGHOUSE ARTS ACADEMY CS,Biology,11,All Students,26,15.4,46.2,26.9,11.5
2019,WESTINGHOUSE ARTS ACADEMY CS,Biology,11,Historically Underperforming,10,,,,
2019,WESTINGHOUSE ARTS ACADEMY CS,Literature,11,All Students,25,16.0,56.0,24.0,4.0
2019,WESTINGHOUSE ARTS ACADEMY CS,Literature,11,Historically Underperforming,9,,,,
2019,WOODLAND HILLS JSHS,Algebra I,11,All Students,219,7.3,27.9,35.2,29.7
2019,WOODLAND HILLS JSHS,Algebra I,11,Historically Underperforming,123,5.7,17.9,39.0,37.4
2019,WOODLAND HILLS JSHS,Biology,11,All Students,196,12.8,31.1,26.0,30.1
2019,WOODLAND HILLS JSHS,Biology,11,Historically Underperforming,105,8.6,20.0,29.5,41.9
2019,WOODLAND HILLS JSHS,Literature,11,All Students,187,5.3,54.5,25.1,15.0
2019,WOODLAND HILLS JSHS,Literature,11,Historically Underperforming,97,2.1,44.3,32.0,21.6
2019,APOLLO-RIDGE HS,Algebra I,11,All Students,68,2.9,61.8,26.5,8.8
2019,APOLLO-RIDGE HS,Algebra I,11,Historically Underperforming,29,0.0,44.8,37.9,17.2
2019,APOLLO-RIDGE HS,Biology,11,All Students,68,20.6,54.4,17.6,7.4
2019,APOLLO-RIDGE HS,Biology,11,Historically Underperforming,29,20.7,37.9,27.6,13.8
2019,APOLLO-RIDGE HS,Literature,11,All Students,68,10.3,72.1,11.8,5.9
2019,APOLLO-RIDGE HS,Literature,11,Historically Underperforming,29,3.4,65.5,17.2,13.8
2019,ARMSTRONG JSHS,Algebra I,11,All Students,175,12.6,64.6,19.4,3.4
2019,ARMSTRONG JSHS,Algebra I,11,Historically Underperforming,71,7.0,60.6,23.9,8.5
2019,ARMSTRONG JSHS,Biology,11,All Students,173,51.4,34.7,11.0,2.9
2019,ARMSTRONG JSHS,Biology,11,Historically Underperforming,70,41.4,35.7,17.1,5.7
2019,ARMSTRONG JSHS,Literature,11,All Students,174,8.6,79.9,9.8,1.7
2019,ARMSTRONG JSHS,Literature,11,Historically Underperforming,71,5.6,71.8,18.3,4.2
2019,WEST SHAMOKIN JSHS,Algebra I,11,All Students,61,16.4,68.9,13.1,1.6
2019,WEST SHAMOKIN JSHS,Algebra I,11,Historically Underperforming,25,4.0,60.0,32.0,4.0
2019,WEST SHAMOKIN JSHS,Biology,11,All Students,60,46.7,28.3,23.3,1.7
2019,WEST SHAMOKIN JSHS,Biology,11,Historically Underperforming,24,33.3,29.2,33.3,4.2
2019,WEST SHAMOKIN JSHS,Literature,11,All Students,60,10.0,73.3,15.0,1.7
2019,WEST SHAMOKIN JSHS,Literature,11,Historically Underperforming,24,0.0,62.5,33.3,4.2
2019,FREEPORT AREA SHS,Algebra I,11,All Students,116,36.2,46.6,13.8,3.4
2019,FREEPORT AREA SHS,Algebra I,11,Historically Underperforming,36,16.7,38.9,33.3,11.1
2019,FREEPORT AREA SHS,Biology,11,All Students,119,42.9,37.0,14.3,5.9
2019,FREEPORT AREA SHS,Biology,11,Historically Underperforming,37,21.6,35.1,24.3,18.9
2019,FREEPORT AREA SHS,Literature,11,All Students,119,21.0,66.4,9.2,3.4
2019,FREEPORT AREA SHS,Literature,11,Historically Underperforming,37,5.4,67.6,16.2,10.8
2019,LEECHBURG AREA HS,Algebra I,11,All Students,63,9.5,50.8,31.7,7.9
2019,LEECHBURG AREA HS,Algebra I,11,Historically Underperforming,23,8.7,30.4,43.5,17.4
2019,LEECHBURG AREA HS,Biology,11,All Students,65,13.8,75.4,3.1,7.7
2019,LEECHBURG AREA HS,Biology,11,Historically Underperforming,25,20.0,56.0,4.0,20.0
2019,LEECHBURG AREA HS,Literature,11,All Students,69,1.4,78.3,7.2,13.0
2019,LEECHBURG AREA HS,Literature,11,Historically Underperforming,29,0.0,62.1,6.9,31.0
2019,LENAPE TECH,Algebra I,11,All Students,163,4.3,41.7,36.8,17.2
2019,LENAPE TECH,Algebra I,11,Historically Underperforming,97,2.1,33.0,38.1,26.8
2019,LENAPE TECH,Biology,11,All Students,163,19.6,35.6,26.4,18.4
2019,LENAPE TECH,Biology,11,Historically Underperforming,97,12.4,33.0,24.7,29.9
2019,LENAPE TECH,Literature,11,All Students,163,1.8,50.9,30.7,16.6
2019,LENAPE TECH,Literature,11,Historically Underperforming,97,1.0,37.1,36.1,25.8
2019,ALIQUIPPA JSHS,Algebra I,11,All Students,47,2.1,23.4,40.4,34.0
2019,ALIQUIPPA JSHS,Algebra I,11,Historically Underperforming,47,2.1,23.4,40.4,34.0
2019,ALIQUIPPA JSHS,Biology,11,All Students,45,0.0,8.9,37.8,53.3
2019,ALIQUIPPA JSHS,Biology,11,Historically Underperforming,45,0.0,8.9,37.8,53.3
2019,ALIQUIPPA JSHS,Literature,11,All Students,47,0.0,34.0,40.4,25.5
2019,ALIQUIPPA JSHS,Literature,11,Historically Underperforming,47,0.0,34.0,40.4,25.5
2019,AMBRIDGE AREA HS,Algebra I,11,All Students,188,10.1,45.7,30.9,13.3
2019,AMBRIDGE AREA HS,Algebra I,11,Historically Underperforming,86,3.5,32.6,41.9,22.1
2019,AMBRIDGE AREA HS,Biology,11,All Students,192,7.8,47.4,31.3,13.5
2019,AMBRIDGE AREA HS,Biology,11,Historically Underperforming,90,3.3,35.6,36.7,24.4
2019,AMBRIDGE AREA HS,Literature,11,All Students,191,8.9,59.7,23.6,7.9
2019,AMBRIDGE AREA HS,Literature,11,Historically Underperforming,89,2.2,46.1,36.0,15.7
2019,BEAVER AREA SHS,Algebra I,11,All Students,138,17.4,55.1,22.5,5.1
2019,BEAVER AREA SHS,Algebra I,11,Historically Underperforming,30,6.7,53.3,20.0,20.0
2019,BEAVER AREA SHS,Biology,11,All Students,139,33.8,43.2,15.1,7.9
2019,BEAVER AREA SHS,Biology,11,Historically Underperforming,30,23.3,33.3,13.3,30.0
2019,BEAVER AREA SHS,Literature,11,All Students,138,10.9,69.6,14.5,5.1
2019,BEAVER AREA SHS,Literature,11,Historically Underperforming,30,0.0,56.7,26.7,16.7
2019,BEAVER COUNTY CTC,Algebra I,11,All Students,8,,,,
2019,BEAVER COUNTY CTC,Algebra I,11,Historically Underperforming,4,,,,
2019,BEAVER COUNTY CTC,Biology,11,All Students,8,,,,
2019,BEAVER COUNTY CTC,Biology,11,Historically Underperforming,4,,,,
2019,BEAVER COUNTY CTC,Literature,11,All Students,8,,,,
2019,BEAVER COUNTY CTC,Literature,11,Historically Underperforming,4,,,,
2019,BEAVER FALLS AREA SHS,Algebra I,11,All Students,103,9.7,28.2,48.5,13.6
2019,BEAVER FALLS AREA SHS,Algebra I,11,Historically Underperforming,83,7.2,24.1,53.0,15.7
2019,BEAVER FALLS AREA SHS,Biology,11,All Students,100,9.0,33.0,20.0,38.0
2019,BEAVER FALLS AREA SHS,Biology,11,Historically Underperforming,80,5.0,28.8,21.3,45.0
2019,BEAVER FALLS AREA SHS,Literature,11,All Students,97,6.2,54.6,22.7,16.5
2019,BEAVER FALLS AREA SHS,Literature,11,Historically Underperforming,78,1.3,53.8,24.4,20.5
2019,BLACKHAWK HS,Algebra I,11,All Students,175,29.7,54.3,14.3,1.7
2019,BLACKHAWK HS,Algebra I,11,Historically Underperforming,53,11.3,52.8,32.1,3.8
2019,BLACKHAWK HS,Biology,11,All Students,177,29.4,57.6,11.3,1.7
2019,BLACKHAWK HS,Biology,11,Historically Underperforming,55,12.7,60.0,21.8,5.5
2019,BLACKHAWK HS,Literature,11,All Students,176,14.8,71.6,11.9,1.7
2019,BLACKHAWK HS,Literature,11,Historically Underperforming,54,1.9,66.7,27.8,3.7
2019,CENTRAL VALLEY HS,Algebra I,11,All Students,168,34.5,48.8,10.7,6.0
2019,CENTRAL VALLEY HS,Algebra I,11,Historically Underperforming,54,13.0,51.9,22.2,13.0
2019,CENTRAL VALLEY HS,Biology,11,All Students,167,36.5,41.3,14.4,7.8
2019,CENTRAL VALLEY HS,Biology,11,Historically Underperforming,53,15.1,39.6,26.4,18.9
2019,CENTRAL VALLEY HS,Literature,11,All Students,168,12.5,74.4,10.1,3.0
2019,CENTRAL VALLEY HS,Literature,11,Historically Underperforming,54,11.1,55.6,24.1,9.3
2019,FREEDOM AREA SHS,Algebra I,11,All Students,93,10.8,39.8,38.7,10.8
2019,FREEDOM AREA SHS,Algebra I,11,Historically Underperforming,39,5.1,28.2,48.7,17.9
2019,FREEDOM AREA SHS,Biology,11,All Students,92,6.5,37.0,22.8,33.7
2019,FREEDOM AREA SHS,Biology,11,Historically Underperforming,40,5.0,17.5,22.5,55.0
2019,FREEDOM AREA SHS,Literature,11,All Students,93,3.2,52.7,26.9,17.2
2019,FREEDOM AREA SHS,Literature,11,Historically Underperforming,40,2.5,32.5,32.5,32.5
2019,HOPEWELL SHS,Algebra I,11,All Students,136,15.4,48.5,27.2,8.8
2019,HOPEWELL SHS,Algebra I,11,Historically Underperforming,50,8.0,32.0,40.0,20.0
2019,HOPEWELL SHS,Biology,11,All Students,137,10.9,56.2,27.0,5.8
2019,HOPEWELL SHS,Biology,11,Historically Underperforming,51,5.9,39.2,39.2,15.7
2019,HOPEWELL SHS,Literature,11,All Students,136,8.1,58.8,25.7,7.4
2019,HOPEWELL SHS,Literature,11,Historically Underperforming,50,2.0,40.0,38.0,20.0
2019,LINCOLN PARK PERFORMING ARTS CS,Algebra I,11,All Students,143,21.7,39.9,35.0,3.5
2019,LINCOLN PARK PERFORMING ARTS CS,Algebra I,11,Historically Underperforming,46,6.5,30.4,56.5,6.5
2019,LINCOLN PARK PERFORMING ARTS CS,Biology,11,All Students,142,19.0,43.7,26.1,11.3
2019,LINCOLN PARK PERFORMING ARTS CS,Biology,11,Historically Underperforming,46,0.0,34.8,41.3,23.9
2019,LINCOLN PARK PERFORMING ARTS CS,Literature,11,All Students,143,11.9,74.8,11.2,2.1
2019,LINCOLN PARK PERFORMING ARTS CS,Literature,11,Historically Underperforming,46,2.2,73.9,17.4,6.5
2019,NEW BRIGHTON AREA HS,Algebra I,11,All Students,103,3.9,56.3,33.0,6.8
2019,NEW BRIGHTON AREA HS,Algebra I,11,Historically Underperforming,68,1.5,51.5,38.2,8.8
2019,NEW BRIGHTON AREA HS,Biology,11,All Students,103,25.2,37.9,23.3,13.6
2019,NEW BRIGHTON AREA HS,Biology,11,Historically Underperforming,68,16.2,39.7,26.5,17.6
2019,NEW BRIGHTON AREA HS,Literature,11,All Students,103,1.9,68.0,21.4,8.7
2019,NEW BRIGHTON AREA HS,Literature,11,Historically Underperforming,68,1.5,60.3,26.5,11.8
2019,PENNSYLVANIA CYBER CS,Algebra I,11,All Students,1039,9.3,31.0,41.3,18.4
2019,PENNSYLVANIA CYBER CS,Algebra I,11,Historically Underperforming,408,5.4,22.5,42.9,29.2
2019,PENNSYLVANIA CYBER CS,Biology,11,All Students,1017,10.2,31.7,32.1,26.1
2019,PENNSYLVANIA CYBER CS,Biology,11,Historically Underperforming,398,5.3,21.6,35.7,37.4
2019,PENNSYLVANIA CYBER CS,Literature,11,All Students,1016,5.6,52.4,31.7,10.3
2019,PENNSYLVANIA CYBER CS,Literature,11,Historically Underperforming,403,4.0,39.7,38.0,18.4
2019,RIVERSIDE HS,Algebra I,11,All Students,115,42.6,35.7,18.3,3.5
2019,RIVERSIDE HS,Algebra I,11,Historically Underperforming,39,33.3,28.2,28.2,10.3
2019,RIVERSIDE HS,Biology,11,All Students,113,34.5,39.8,16.8,8.8
2019,RIVERSIDE HS,Biology,11,Historically Underperforming,38,28.9,28.9,21.1,21.1
2019,RIVERSIDE HS,Literature,11,All Students,116,10.3,75.0,11.2,3.4
2019,RIVERSIDE HS,Literature,11,Historically Underperforming,38,0.0,65.8,26.3,7.9
2019,ROCHESTER HIGH SCHOOL,Algebra I,11,All Students,44,9.1,20.5,63.6,6.8
2019,ROCHESTER HIGH SCHOOL,Algebra I,11,Historically Underperforming,29,3.4,20.7,65.5,10.3
2019,ROCHESTER HIGH SCHOOL,Biology,11,All Students,44,13.6,36.4,31.8,18.2
2019,ROCHESTER HIGH SCHOOL,Biology,11,Historically Underperforming,30,10.0,36.7,30.0,23.3
2019,ROCHESTER HIGH SCHOOL,Literature,11,All Students,44,6.8,54.5,27.3,11.4
2019,ROCHESTER HIGH SCHOOL,Literature,11,Historically Underperforming,30,6.7,46.7,33.3,13.3
2019,SOUTH SIDE HS,Algebra I,11,All Students,83,26.5,48.2,24.1,1.2
2019,SOUTH SIDE HS,Algebra I,11,Historically Underperforming,24,20.8,29.2,45.8,4.2
2019,SOUTH SIDE HS,Biology,11,All Students,84,15.5,54.8,25.0,4.8
2019,SOUTH SIDE HS,Biology,11,Historically Underperforming,25,16.0,36.0,40.0,8.0
2019,SOUTH SIDE HS,Literature,11,All Students,84,7.1,73.8,15.5,3.6
2019,SOUTH SIDE HS,Literature,11,Historically Underperforming,25,8.0,52.0,32.0,8.0
2019,WESTERN BEAVER CO JSHS,Algebra I,11,All Students,51,23.5,35.3,37.3,3.9
2019,WESTERN BEAVER CO JSHS,Algebra I,11,Historically Underperforming,25,24.0,28.0,44.0,4.0
2019,WESTERN BEAVER CO JSHS,Biology,11,All Students,51,11.8,49.0,37.3,2.0
2019,WESTERN BEAVER CO JSHS,Biology,11,Historically Underperforming,25,8.0,40.0,48.0,4.0
2019,WESTERN BEAVER CO JSHS,Literature,11,All Students,51,9.8,62.7,25.5,2.0
2019,WESTERN BEAVER CO JSHS,Literature,11,Historically Underperforming,25,8.0,52.0,36.0,4.0
2019,BEDFORD SHS,Algebra I,11,All Students,146,21.9,41.1,30.1,6.8
2019,BEDFORD SHS,Algebra I,11,Historically Underperforming,64,6.3,37.5,42.2,14.1
2019,BEDFORD SHS,Biology,11,All Students,139,22.3,43.9,23.0,10.8
2019,BEDFORD SHS,Biology,11,Historically Underperforming,58,12.1,39.7,29.3,19.0
2019,BEDFORD SHS,Literature,11,All Students,140,12.1,56.4,22.1,9.3
2019,BEDFORD SHS,Literature,11,Historically Underperforming,58,6.9,43.1,29.3,20.7
2019,BEDFORD COUNTY TECHNICAL CENTER,Algebra I,11,All Students,1,,,,
2019,BEDFORD COUNTY TECHNICAL CENTER,Algebra I,11,Historically Underperforming,0,,,,
2019,BEDFORD COUNTY TECHNICAL CENTER,Biology,11,All Students,1,,,,
2019,BEDFORD COUNTY TECHNICAL CENTER,Biology,11,Historically Underperforming,0,,,,
2019,BEDFORD COUNTY TECHNICAL CENTER,Literature,11,All Students,1,,,,
2019,BEDFORD COUNTY TECHNICAL CENTER,Literature,11,Historically Underperforming,0,,,,
2019,CHESTNUT RIDGE SHS,Algebra I,11,All Students,106,20.8,62.3,16.0,0.9
2019,CHESTNUT RIDGE SHS,Algebra I,11,Historically Underperforming,50,14.0,58.0,26.0,2.0
2019,CHESTNUT RIDGE SHS,Biology,11,All Students,106,28.3,53.8,12.3,5.7
2019,CHESTNUT RIDGE SHS,Biology,11,Historically Underperforming,50,22.0,54.0,14.0,10.0
2019,CHESTNUT RIDGE SHS,Literature,11,All Students,106,11.3,74.5,12.3,1.9
2019,CHESTNUT RIDGE SHS,Literature,11,Historically Underperforming,50,6.0,70.0,20.0,4.0
2019,EVERETT AREA HS,Algebra I,11,All Students,86,11.6,39.5,39.5,9.3
2019,EVERETT AREA HS,Algebra I,11,Historically Underperforming,59,6.8,32.2,49.2,11.9
2019,EVERETT AREA HS,Biology,11,All Students,86,12.8,47.7,27.9,11.6
2019,EVERETT AREA HS,Biology,11,Historically Underperforming,59,6.8,44.1,33.9,15.3
2019,EVERETT AREA HS,Literature,11,All Students,86,9.3,66.3,14.0,10.5
2019,EVERETT AREA HS,Literature,11,Historically Underperforming,59,3.4,64.4,16.9,15.3
2019,HOPE FOR HYNDMAN CS,Algebra I,11,All Students,14,7.1,14.3,42.9,35.7
2019,HOPE FOR HYNDMAN CS,Algebra I,11,Historically Underperforming,11,9.1,18.2,36.4,36.4
2019,HOPE FOR HYNDMAN CS,Biology,11,All Students,14,0.0,7.1,42.9,50.0
2019,HOPE FOR HYNDMAN CS,Biology,11,Historically Underperforming,11,0.0,9.1,45.5,45.5
2019,HOPE FOR HYNDMAN CS,Literature,11,All Students,14,0.0,50.0,14.3,35.7
2019,HOPE FOR HYNDMAN CS,Literature,11,Historically Underperforming,11,0.0,54.5,0.0,45.5
2019,NORTHERN BEDFORD COUNTY HS,Algebra I,11,All Students,70,12.9,74.3,12.9,0.0
2019,NORTHERN BEDFORD COUNTY HS,Algebra I,11,Historically Underperforming,30,16.7,66.7,16.7,0.0
2019,NORTHERN BEDFORD COUNTY HS,Biology,11,All Students,70,32.9,52.9,10.0,4.3
2019,NORTHERN BEDFORD COUNTY HS,Biology,11,Historically Underperforming,30,30.0,43.3,20.0,6.7
2019,NORTHERN BEDFORD COUNTY HS,Literature,11,All Students,70,25.7,65.7,7.1,1.4
2019,NORTHERN BEDFORD COUNTY HS,Literature,11,Historically Underperforming,30,23.3,60.0,13.3,3.3
2019,TUSSEY MOUNTAIN HS,Algebra I,11,All Students,58,15.5,36.2,32.8,15.5
2019,TUSSEY MOUNTAIN HS,Algebra I,11,Historically Underperforming,42,14.3,31.0,35.7,19.0
2019,TUSSEY MOUNTAIN HS,Biology,11,All Students,59,22.0,47.5,18.6,11.9
2019,TUSSEY MOUNTAIN HS,Biology,11,Historically Underperforming,43,20.9,39.5,23.3,16.3
2019,TUSSEY MOUNTAIN HS,Literature,11,All Students,59,5.1,57.6,32.2,5.1
2019,TUSSEY MOUNTAIN HS,Literature,11,Historically Underperforming,43,7.0,53.5,32.6,7.0
2019,ANTIETAM MS/HS,Algebra I,11,All Students,65,20.0,33.8,32.3,13.8
2019,ANTIETAM MS/HS,Algebra I,11,Historically Underperforming,25,0.0,20.0,44.0,36.0
2019,ANTIETAM MS/HS,Biology,11,All Students,68,7.4,45.6,35.3,11.8
2019,ANTIETAM MS/HS,Biology,11,Historically Underperforming,28,0.0,17.9,57.1,25.0
2019,ANTIETAM MS/HS,Literature,11,All Students,66,9.1,50.0,28.8,12.1
2019,ANTIETAM MS/HS,Literature,11,Historically Underperforming,27,3.7,25.9,40.7,29.6
2019,BERKS CTC-EAST CAMPUS,Algebra I,11,All Students,12,0.0,25.0,50.0,25.0
2019,BERKS CTC-EAST CAMPUS,Algebra I,11,Historically Underperforming,8,,,,
2019,BERKS CTC-EAST CAMPUS,Biology,11,All Students,11,0.0,27.3,45.5,27.3
2019,BERKS CTC-EAST CAMPUS,Biology,11,Historically Underperforming,7,,,,
2019,BERKS CTC-EAST CAMPUS,Literature,11,All Students,12,0.0,58.3,25.0,16.7
2019,BERKS CTC-EAST CAMPUS,Literature,11,Historically Underperforming,8,,,,
2019,BOYERTOWN AREA SHS,Algebra I,11,All Students,492,40.9,43.1,13.8,2.2
2019,BOYERTOWN AREA SHS,Algebra I,11,Historically Underperforming,163,20.9,41.7,30.7,6.7
2019,BOYERTOWN AREA SHS,Biology,11,All Students,488,37.9,43.6,15.0,3.5
2019,BOYERTOWN AREA SHS,Biology,11,Historically Underperforming,160,15.0,44.4,31.9,8.8
2019,BOYERTOWN AREA SHS,Literature,11,All Students,488,16.0,66.6,14.5,2.9
2019,BOYERTOWN AREA SHS,Literature,11,Historically Underperforming,159,3.1,57.2,31.4,8.2
2019,BRANDYWINE HEIGHTS HS,Algebra I,11,All Students,113,11.5,41.6,33.6,13.3
2019,BRANDYWINE HEIGHTS HS,Algebra I,11,Historically Underperforming,46,10.9,28.3,37.0,23.9
2019,BRANDYWINE HEIGHTS HS,Biology,11,All Students,113,39.8,29.2,21.2,9.7
2019,BRANDYWINE HEIGHTS HS,Biology,11,Historically Underperforming,47,36.2,17.0,29.8,17.0
2019,BRANDYWINE HEIGHTS HS,Literature,11,All Students,113,7.1,51.3,31.0,10.6
2019,BRANDYWINE HEIGHTS HS,Literature,11,Historically Underperforming,47,2.1,44.7,34.0,19.1
2019,CONRAD WEISER HS,Algebra I,11,All Students,205,28.3,35.6,27.8,8.3
2019,CONRAD WEISER HS,Algebra I,11,Historically Underperforming,82,14.6,25.6,39.0,20.7
2019,CONRAD WEISER HS,Biology,11,All Students,205,29.3,35.1,20.5,15.1
2019,CONRAD WEISER HS,Biology,11,Historically Underperforming,82,14.6,29.3,28.0,28.0
2019,CONRAD WEISER HS,Literature,11,All Students,204,5.9,73.0,14.7,6.4
2019,CONRAD WEISER HS,Literature,11,Historically Underperforming,82,1.2,53.7,29.3,15.9
2019,DANIEL BOONE AREA HS,Algebra I,11,All Students,255,25.1,46.7,22.7,5.5
2019,DANIEL BOONE AREA HS,Algebra I,11,Historically Underperforming,79,6.3,38.0,39.2,16.5
2019,DANIEL BOONE AREA HS,Biology,11,All Students,257,24.1,48.2,20.6,7.0
2019,DANIEL BOONE AREA HS,Biology,11,Historically Underperforming,80,11.3,40.0,28.8,20.0
2019,DANIEL BOONE AREA HS,Literature,11,All Students,255,8.6,69.8,14.1,7.5
2019,DANIEL BOONE AREA HS,Literature,11,Historically Underperforming,78,3.8,50.0,28.2,17.9
2019,EXETER TWP SHS,Algebra I,11,All Students,302,36.4,32.5,24.5,6.6
2019,EXETER TWP SHS,Algebra I,11,Historically Underperforming,85,12.9,30.6,36.5,20.0
2019,EXETER TWP SHS,Biology,11,All Students,309,36.2,37.5,16.2,10.0
2019,EXETER TWP SHS,Biology,11,Historically Underperforming,89,13.5,31.5,28.1,27.0
2019,EXETER TWP SHS,Literature,11,All Students,308,13.3,65.3,15.6,5.8
2019,EXETER TWP SHS,Literature,11,Historically Underperforming,86,5.8,40.7,32.6,20.9
2019,FLEETWOOD SHS,Algebra I,11,All Students,206,22.3,50.0,23.3,4.4
2019,FLEETWOOD SHS,Algebra I,11,Historically Underperforming,83,8.4,38.6,42.2,10.8
2019,FLEETWOOD SHS,Biology,11,All Students,204,35.3,34.8,20.1,9.8
2019,FLEETWOOD SHS,Biology,11,Historically Underperforming,81,14.8,30.9,34.6,19.8
2019,FLEETWOOD SHS,Literature,11,All Students,205,11.2,67.8,16.1,4.9
2019,FLEETWOOD SHS,Literature,11,Historically Underperforming,82,1.2,53.7,32.9,12.2
2019,GOVERNOR MIFFLIN SHS,Algebra I,11,All Students,296,23.3,41.2,28.7,6.8
2019,GOVERNOR MIFFLIN SHS,Algebra I,11,Historically Underperforming,141,8.5,34.0,44.0,13.5
2019,GOVERNOR MIFFLIN SHS,Biology,11,All Students,301,20.6,45.8,18.9,14.6
2019,GOVERNOR MIFFLIN SHS,Biology,11,Historically Underperforming,147,8.2,36.7,28.6,26.5
2019,GOVERNOR MIFFLIN SHS,Literature,11,All Students,306,17.6,54.9,21.2,6.2
2019,GOVERNOR MIFFLIN SHS,Literature,11,Historically Underperforming,146,8.2,43.8,34.9,13.0
2019,HAMBURG AREA HS,Algebra I,11,All Students,167,13.8,54.5,23.4,8.4
2019,HAMBURG AREA HS,Algebra I,11,Historically Underperforming,66,6.1,43.9,28.8,21.2
2019,HAMBURG AREA HS,Biology,11,All Students,167,29.3,41.3,18.6,10.8
2019,HAMBURG AREA HS,Biology,11,Historically Underperforming,66,13.6,36.4,28.8,21.2
2019,HAMBURG AREA HS,Literature,11,All Students,167,10.2,67.7,15.0,7.2
2019,HAMBURG AREA HS,Literature,11,Historically Underperforming,66,4.5,54.5,27.3,13.6
2019,I-LEAD CHARTER SCHOOL,Algebra I,11,All Students,64,1.6,4.7,46.9,46.9
2019,I-LEAD CHARTER SCHOOL,Algebra I,11,Historically Underperforming,36,0.0,5.6,50.0,44.4
2019,I-LEAD CHARTER SCHOOL,Biology,11,All Students,56,0.0,8.9,30.4,60.7
2019,I-LEAD CHARTER SCHOOL,Biology,11,Historically Underperforming,34,0.0,11.8,26.5,61.8
2019,I-LEAD CHARTER SCHOOL,Literature,11,All Students,44,0.0,34.1,31.8,34.1
2019,I-LEAD CHARTER SCHOOL,Literature,11,Historically Underperforming,21,0.0,33.3,23.8,42.9
2019,KUTZTOWN AREA SHS,Algebra I,11,All Students,97,24.7,58.8,9.3,7.2
2019,KUTZTOWN AREA SHS,Algebra I,11,Historically Underperforming,29,27.6,34.5,17.2,20.7
2019,KUTZTOWN AREA SHS,Biology,11,All Students,95,47.4,30.5,14.7,7.4
2019,KUTZTOWN AREA SHS,Biology,11,Historically Underperforming,28,35.7,17.9,21.4,25.0
