district_name,name,address_city,address_street,county,zip,telephone_number,website,elementary,middle,high
Mt Lebanon SD,Mt Lebanon SHS,Pittsburgh,155 Cochran Rd,Allegheny IU 3,15228,412-344-2003,http://www.mtlsd.org,FALSE,FALSE,TRUE
Antietam SD,Mt Penn El Sch,Mount Penn,2310 Cumberland Ave,Berks County IU 14,19606,610-779-3547,http://www.antietamsd.org,TRUE,TRUE,FALSE
Antietam SD,Mt Penn Primary Ctr,Reading,201 North 25th Street,Berks County IU 14,19606,610-370-2898,http://www.antietamsd.org,TRUE,FALSE,FALSE
Elizabeth Forward SD,Mt Vernon El Sch,McKeesport,2400 Greenock Buena Vista Road,Allegheny IU 3,15135,412-896-2327,http://www.efsd.net,TRUE,FALSE,FALSE
Northeastern York SD,Mt Wolf El Sch,Mt Wolf,590 Maple Street,Lincoln IU 12,17347,717-266-6570,http://www.nesd.k12.pa.us,TRUE,FALSE,FALSE
Muhlenberg SD,Muhlenberg El Ctr,Reading,610 Sharp Avenue,Berks County IU 14,19605,610-921-8028,http://www.muhlsdk12.org,TRUE,FALSE,FALSE
Allentown City SD,Muhlenberg El Sch,Allentown,740 N 21st St,Carbon-Lehigh IU 21,18104,484-765-4861,http://www.allentownsd.org/,TRUE,FALSE,FALSE
Muhlenberg SD,Muhlenberg HS,Reading,400 Sharp Avenue,Berks County IU 14,19605,610-921-8078,http://www.muhlsdk12.org,FALSE,FALSE,TRUE
Muhlenberg SD,Muhlenberg Jr MS,Reading,801 E Bellevue Ave,Berks County IU 14,19605,610-921-8034,http://www.muhlsdk12.org,FALSE,TRUE,TRUE
,Multicultural Academy CS,Philadelphia,3821 N. Broad St.,Philadelphia IU 26,19140,215-227-0513,http://www.macs.k12.pa.us,FALSE,FALSE,TRUE
Muncy SD,Muncy JSHS,Muncy,200 W Penn St,BLaST IU 17,17756,570-546-3127,http://www.muncysd.org,FALSE,TRUE,TRUE
Philadelphia City SD,Munoz-Marin Luis,Philadelphia,3300 N 3rd St,Philadelphia IU 26,19140,215-400-3920,http://www.philasd.org,TRUE,TRUE,FALSE
Lower Moreland Township SD,Murray Avenue Sch,Huntingdon Valley,2551 Murray Ave,Montgomery County IU 23,19006,215-938-0230,http://www.lmtsd.org,FALSE,TRUE,FALSE
Canon-McMillan SD,Muse El Sch,Muse,40 Muse School St,Intermediate Unit 1,15350,724-745-9014,http://www.cmsd.k12.pa.us,TRUE,FALSE,FALSE
Sharon City SD,Musser El Sch,Sharon,500 Cedar Ave,Midwestern IU 4,16146,724-981-4381,http://www.sharonsd.org,TRUE,TRUE,FALSE
Cheltenham Township SD,Myers El Sch,Elkins Park,7609 Montgomery Ave,Montgomery County IU 23,19027,215-517-4540,http://www.cheltenham.org,TRUE,FALSE,FALSE
Keystone Oaks SD,Myrtle Ave Sch,Pittsburgh,3724 Myrtle Ave,Allegheny IU 3,15234,412-571-6137,http://www.kosd.org,TRUE,FALSE,FALSE
Red Lion Area SD,N Hopewell-Winterstown El Sch,Red Lion,12165 Winterstown Rd,Lincoln IU 12,17356,717-244-3164,http://www.rlasd.net,TRUE,TRUE,FALSE
Shippensburg Area SD,Nancy Grayson El Sch,Shippensburg,301 Lurgan Avenue,Capital Area IU 15,17257,717-530-2770,http://www.shipk12.org,TRUE,FALSE,FALSE
Nazareth Area SD,Nazareth Area HS,Nazareth,501 East Center Street,Colonial IU 20,18064,610-759-1730,http://www.nazarethasd.org,FALSE,FALSE,TRUE
Nazareth Area SD,Nazareth Area Intermediate Sch,Nazareth,355 Tatamy Rd,Colonial IU 20,18064,484-292-1111,http://www.nazarethasd.org,TRUE,TRUE,FALSE
Nazareth Area SD,Nazareth Area MS,Nazareth,94 Friedenstahl Ave,Colonial IU 20,18064,610-759-3350,http://www.nazarethasd.org,FALSE,TRUE,FALSE
Crawford Central SD,Neason Hill El Sch,Meadville,11293 Williamson Rd,Northwest Tri-County IU 5,16335,814-724-7886,http://www.craw.org,TRUE,TRUE,FALSE
Philadelphia City SD,Nebinger George W Sch,Philadelphia,601 Carpenter St,Philadelphia IU 26,19147,215-400-8110,http://www.philasd.org,TRUE,TRUE,FALSE
Manheim Township SD,Neff Sch,Lancaster,21 Valley Rd,Lancaster-Lebanon IU 13,17606,717-569-8502,http://www.mtwp.net,TRUE,FALSE,FALSE
Quakertown Community SD,Neidig El Sch,Quakertown,201 Penrose St,Bucks County IU 22,18951,215-529-2360,http://www.qcsd.org,TRUE,FALSE,FALSE
Bristol Township SD,Neil A Armstrong MS,Fairless Hills,475 Wistar Rd,Bucks County IU 22,19030,215-945-4940,http://www.btsd.us/,FALSE,TRUE,FALSE
Scranton SD,Neil Armstrong #40,Scranton,N Lincoln Ave & Clearview St,Northeastern Educational IU 19,18508,570-348-3661,http://www.scrsd.org/,TRUE,FALSE,FALSE
Bethel Park SD,Neil Armstrong 5-6 MS,Bethel Park,5800 Murray Ave,Allegheny IU 3,15102,412-854-8751,http://www.bpsd.org/,TRUE,TRUE,FALSE
Berwick Area SD,Nescopeck El Sch,Nescopeck,315 Dewey St,Central Susquehanna IU 16,18635,570-759-6400,http://www.berwicksd.org,TRUE,FALSE,FALSE
Neshaminy SD,Neshaminy HS,Langhorne,2001 Old Lincoln Hwy,Bucks County IU 22,19047,215-809-6100,http://www.neshaminy.k12.pa.us,FALSE,FALSE,TRUE
Neshannock Township SD,Neshannock JSHS,New Castle,3834 Mitchell Rd,Midwestern IU 4,16105,724-658-5513,http://www.ntsd.org,FALSE,TRUE,TRUE
Neshannock Township SD,Neshannock Memorial El Sch,New Castle,3832 Mitchell Road,Midwestern IU 4,16105,724-652-8709,http://www.ntsd.org,TRUE,TRUE,FALSE
Wallingford-Swarthmore SD,Nether Providence El Sch,Wallingford,410 Moore Rd,Delaware County IU 25,19086,610-892-3470,http://www.wssd.org,TRUE,FALSE,FALSE
West Perry SD,New Bloomfield El Sch,New Bloomfield,300 West High St,Capital Area IU 15,17068,717-582-4318,http://www.westperry.org,TRUE,FALSE,FALSE
New Brighton Area SD,New Brighton Area El Sch,New Brighton,3200 43rd St,Beaver Valley IU 27,15066,724-843-1194,http://www.nbasd.org/,TRUE,FALSE,FALSE
New Brighton Area SD,New Brighton Area HS,New Brighton,3202 43rd St,Beaver Valley IU 27,15066,724-846-1050,http://www.nbasd.org/,FALSE,FALSE,TRUE
New Brighton Area SD,New Brighton Area MS,New Brighton,901 Penn Ave,Beaver Valley IU 27,15066,724-846-8100,http://www.nbasd.org/,FALSE,TRUE,FALSE
New Castle Area SD,New Castle JHS,New Castle,310 E Lincoln Ave,Midwestern IU 4,16101,724-656-4700,http://www.ncasd.com,FALSE,TRUE,FALSE
New Castle Area SD,New Castle SHS,New Castle,300 E Lincoln Ave,Midwestern IU 4,16101,724-656-4700,http://www.ncasd.com,FALSE,FALSE,TRUE
West Shore SD,New Cumberland MS,New Cumberland,331 8th St,Capital Area IU 15,17070,717-774-0162,http://www.WSSD.k12.pa.us,FALSE,TRUE,FALSE
,New Day CS,Huntingdon,256 South Fifth St,Tuscarora IU 11,16652,814-643-7112,http://www.newdaycs.org,FALSE,TRUE,TRUE
Tredyffrin-Easttown SD,New Eagle El Sch,Wayne,507 Pugh Rd,Chester County IU 24,19087,610-240-1550,http://www.tesd.net,TRUE,FALSE,FALSE
,New Foundations CS,Philadelphia,8001 Torresdale Ave,Philadelphia IU 26,19136,215-624-8100,https://www.newfoundations.org/,TRUE,TRUE,TRUE
Chambersburg Area SD,New Franklin El Sch,Chambersburg,3584 Wayne Rd,Lincoln IU 12,17202,717-261-3454,http://www.casdonline.org,TRUE,FALSE,FALSE
Kennett Consolidated SD,New Garden El Sch,Toughkenamon,265 New Garden Road,Chester County IU 24,19374,610-268-6900,http://www.kcsd.org,TRUE,FALSE,FALSE
Boyertown Area SD,New Hanover-Upper Frederick El,Frederick,2547 Big Rd,Berks County IU 14,19435,610-754-9580,http://www.boyertownasd.org/,TRUE,FALSE,FALSE
Eastern Lancaster County SD,New Holland Elementary,New Holland,126 Eastern School Rd,Lancaster-Lebanon IU 13,17557,717-354-1520,http://www.elanco.org,TRUE,TRUE,FALSE
New Hope-Solebury SD,New Hope-Solebury HS,New Hope,182 W Bridge St,Bucks County IU 22,18938,215-862-2028,http://www.nhsd.org,FALSE,FALSE,TRUE
New Hope-Solebury SD,New Hope-Solebury Lower El Sch,Solebury,3020 North Sugan Road,Bucks County IU 22,18963,215-297-5438,http://www.nhsd.org,TRUE,FALSE,FALSE
New Hope-Solebury SD,New Hope-Solebury MS,New Hope,184 W Bridge St,Bucks County IU 22,18938,215-862-0608,http://www.nhsd.org,FALSE,TRUE,FALSE
New Hope-Solebury SD,New Hope-Solebury Upper El Sch,New Hope,186 West Bridge Street,Bucks County IU 22,18938,215-862-8026,http://www.nhsd.org,TRUE,FALSE,FALSE
Conewago Valley SD,New Oxford El Sch,New Oxford,116 Berlin Avenue,Lincoln IU 12,17350,717-624-2157,http://www.conewago.k12.pa.us,TRUE,FALSE,FALSE
Conewago Valley SD,New Oxford MS,New Oxford,130 Berlin Road,Lincoln IU 12,17350,717-624-2157,http://www.conewago.k12.pa.us,FALSE,TRUE,FALSE
Conewago Valley SD,New Oxford SHS,New Oxford,130 Berlin Road,Lincoln IU 12,17350,717-624-2157,http://www.conewago.k12.pa.us,FALSE,FALSE,TRUE
Spring Grove Area SD,New Salem El Sch,York,3745 Salem Rd,Lincoln IU 12,17408,717-225-4731,http://www.sgasd.org,TRUE,FALSE,FALSE
West Shore SD,Newberry El Sch,Etters,2055 Old Trail Rd,Capital Area IU 15,17319,717-938-2111,http://www.WSSD.k12.pa.us,TRUE,FALSE,FALSE
Newport SD,Newport El Sch,Newport,559 North 5th St,Capital Area IU 15,17074,717-567-3806,http://www.newportsd.org/,TRUE,FALSE,FALSE
Newport SD,Newport HS,Newport,500 Caroline Street,Capital Area IU 15,17074,717-567-3806,http://www.newportsd.org/,FALSE,FALSE,TRUE
Newport SD,Newport MS,Newport,500 Caroline Street,Capital Area IU 15,17074,717-567-3806,http://www.newportsd.org/,FALSE,TRUE,FALSE
Abington Heights SD,Newton-Ransom Sch,Clarks Summit,1549 Newton Ransom Boulevard,Northeastern Educational IU 19,18411,570-585-8300,http://www.ahsd.org,TRUE,FALSE,FALSE
Council Rock SD,Newtown El Sch,Newtown,1 Wrights Rd,Bucks County IU 22,18940,215-944-2200,http://www.crsd.org,TRUE,TRUE,FALSE
Council Rock SD,Newtown MS,Newtown,116 Richboro Rd,Bucks County IU 22,18940,215-944-2600,http://www.crsd.org,FALSE,TRUE,FALSE
Big Spring SD,Newville El Sch,Newville,100 Steelstown Rd,Capital Area IU 15,17241,717-776-2035,http://www.bigspringsd.org,TRUE,FALSE,FALSE
Greensburg Salem SD,Nicely El Sch,Greensburg,55 McLaughlin Dr,Westmoreland IU 7,15601,724-832-2900,http://www.greensburgsalem.org,TRUE,FALSE,FALSE
Manheim Township SD,Nitrauer Sch,Lancaster,811 Ashbourne Ave,Lancaster-Lebanon IU 13,17601,717-569-4239,http://www.mtwp.net,TRUE,FALSE,FALSE
Bethlehem Area SD,Nitschmann MS,Bethlehem,1002 W. Union Blvd,Colonial IU 20,18018,610-866-5781,http://www.basdschools.org,FALSE,TRUE,FALSE
,Nittany Valley CS,State College,1612 Norma St,Central IU 10,16801,814-867-3842,http://www.nvcs.org,TRUE,TRUE,FALSE
Norristown Area SD,Norristown Area HS,Norristown,1900 Eagle Dr,Montgomery County IU 23,19403,610-630-5090,http://www.nasd.k12.pa.us,FALSE,FALSE,TRUE
North Allegheny SD,North Allegheny HS,Wexford,10375 Perry Hwy,Allegheny IU 3,15090,724-934-7200,http://www.northallegheny.org,FALSE,FALSE,TRUE
Coatesville Area SD,North Brandywine MS,Coatesville,256 Reeceville Rd,Chester County IU 24,19320,412-351-0698,http://www.casdschools.org,FALSE,TRUE,FALSE
North Clarion County SD,North Clarion Co El Sch,Tionesta,10439 Route 36,Riverview IU 6,16353,814-744-8541,http://www.northclarion.org,TRUE,TRUE,FALSE
North Clarion County SD,North Clarion Co JSHS,Tionesta,10439 Route 36,Riverview IU 6,16353,814-744-8544,http://www.northclarion.org,FALSE,TRUE,TRUE
Owen J Roberts SD,North Coventry El Sch,Pottstown,475 Kemp Road,Chester County IU 24,19465,610-469-5105,http://www.ojrsd.com,TRUE,TRUE,FALSE
Carlisle Area SD,North Dickinson El Sch,Carlisle,151 N Dickinson School Rd,Capital Area IU 15,17013,717-240-6800,http://www.carlisleschools.org,TRUE,FALSE,FALSE
North East SD,North East HS,North East,1901 Freeport Rd,Northwest Tri-County IU 5,16428,814-725-8671,http://www.nesd1.org,FALSE,FALSE,TRUE
North East SD,North East Intrmd El,North East,50 E Division Street,Northwest Tri-County IU 5,16428,814-725-8671,http://www.nesd1.org,TRUE,FALSE,FALSE
North East SD,North East MS,North East,1903 Freeport Rd,Northwest Tri-County IU 5,16428,814-725-8671,http://www.nesd1.org,FALSE,TRUE,FALSE
Central York SD,North Hills El Sch,York,1330 N Hills Rd,Lincoln IU 12,17406,717-846-6789,http://www.cysd.k12.pa.us,TRUE,TRUE,FALSE
North Hills SD,North Hills MS,Pittsburgh,55 Rochester Rd,Allegheny IU 3,15229,412-318-1452,http://www.nhsd.net,FALSE,TRUE,FALSE
North Hills SD,North Hills SHS,Pittsburgh,53 Rochester Rd,Allegheny IU 3,15229,412-318-1402,http://www.nhsd.net,FALSE,FALSE,TRUE
,North Montco Tech Career Center,Lansdale,1265 Sumneytown Pike,Montgomery County IU 23,19446,215-368-1177,http://www.nmtcc.org,FALSE,FALSE,TRUE
North Penn SD,North Penn SHS,Lansdale,1340 S Valley Forge Rd,Montgomery County IU 23,19446,215-368-9800,http://www.npenn.org,FALSE,FALSE,TRUE
Southern Tioga SD,North Penn-Liberty JSHS,Liberty,8675 Route 414,BLaST IU 17,16930,570-324-2071,http://www.southerntioga.org,FALSE,TRUE,TRUE
Southern Tioga SD,North Penn-Mansfield JSHS,Mansfield,73 W Wellsboro St,BLaST IU 17,16933,570-662-2674,http://www.southerntioga.org,FALSE,TRUE,TRUE
North Pocono SD,North Pocono HS,Covington Twp,97 Bochicchio Blvd,Northeastern Educational IU 19,18444,570-842-7606,http://www.npsd.org,FALSE,FALSE,TRUE
North Pocono SD,North Pocono Intmd Sch,Moscow,701 Church St,Northeastern Educational IU 19,18444,570-842-7676,http://www.npsd.org,TRUE,FALSE,FALSE
North Pocono SD,North Pocono MS,Moscow,701 Church St,Northeastern Educational IU 19,18444,570-842-4588,http://www.npsd.org,FALSE,TRUE,FALSE
Dover Area SD,North Salem El Sch,Dover,5161 N Salem Church Rd,Lincoln IU 12,17315,717-292-8071,http://www.doversd.org,TRUE,FALSE,FALSE
North Schuylkill SD,North Schuylkill Elem Sch,Ashland,38 Line St,Schuylkill IU 29,17921,570-874-3661,http://www.northschuylkill.net,TRUE,TRUE,FALSE
North Schuylkill SD,North Schuylkill JSHS,Ashland,15 Academy Lane Route 61,Schuylkill IU 29,17921,570-874-0495,http://www.northschuylkill.net,FALSE,TRUE,TRUE
Central Dauphin SD,North Side El Sch,Harrisburg,4520 Devonshire Rd,Capital Area IU 15,17109,717-657-3201,http://www.cdschools.org,TRUE,FALSE,FALSE
Ellwood City Area SD,North Side Primary School,Ellwood City,Orchard & North Streets,Midwestern IU 4,16117,724-752-1381,http://www.ellwood.k12.pa.us,TRUE,FALSE,FALSE
North Star SD,North Star Central El Sch,Boswell,1215 Morris Ave,Appalachia IU 8,15531,814-629-5627,http://www.nscougars.com,TRUE,FALSE,FALSE
North Star SD,North Star East MS,Stoystown,3598 Whistler Rd,Appalachia IU 8,15563,814-893-5616,http://www.nscougars.com,TRUE,TRUE,FALSE
North Star SD,North Star HS,Boswell,400 Ohio St,Appalachia IU 8,15531,814-629-6651,http://www.nscougars.com,FALSE,FALSE,TRUE
Canon-McMillan SD,North Strabane Intrmd Sch,Canonsburg,20 Giffin Drive,Intermediate Unit 1,15317,724-873-5252,http://www.cmsd.k12.pa.us,TRUE,TRUE,FALSE
North Penn SD,North Wales El Sch,North Wales,201 Summit St,Montgomery County IU 23,19454,215-699-4471,http://www.npenn.org,TRUE,TRUE,FALSE
Northampton Area SD,Northampton Area HS,Northampton,1619 Laubach Ave,Colonial IU 20,18067,610-262-7812,http://www.nasdschools.org,FALSE,FALSE,TRUE
Northampton Area SD,Northampton Area MS,Northampton,1617 Laubach Ave,Colonial IU 20,18067,610-262-7817,http://www.nasdschools.org,FALSE,TRUE,FALSE
Northeast Bradford SD,Northeast Bradford El Sch,Rome,210 Panther Lane,BLaST IU 17,18837,570-744-2521,http://www.nebpanthers.com,TRUE,TRUE,FALSE
Northeast Bradford SD,Northeast Bradford JSHS,Rome,526 Panther Lane,BLaST IU 17,18837,570-744-2521,http://www.nebpanthers.com,FALSE,TRUE,TRUE
Philadelphia City SD,Northeast Community Propel Academy,Philadelphia,7500 Rowland Ave,Philadelphia IU 26,19136,215-400-4000,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Northeast HS,Philadelphia,1601 Cottman Ave,Philadelphia IU 26,19111,215-400-3200,http://www.philasd.org,FALSE,FALSE,TRUE
Scranton SD,Northeast Intrmd Sch,Scranton,721 Adams Ave,Northeastern Educational IU 19,18510,570-348-3651,http://www.scrsd.org/,TRUE,TRUE,FALSE
Reading SD,Northeast MS,Reading,1216 N 13th St,Berks County IU 14,19604,610-371-5774,http://www.readingsd.org,TRUE,TRUE,FALSE
Bethlehem Area SD,Northeast MS,Bethlehem,1170 Fernwood St,Colonial IU 20,18018,610-868-8581,http://www.basdschools.org,FALSE,TRUE,FALSE
Northeastern York SD,Northeastern MS,Mount Wolf,4855 Board Road,Lincoln IU 12,17347,717-266-3676,http://www.nesd.k12.pa.us,FALSE,TRUE,FALSE
Northeastern York SD,Northeastern SHS,Manchester,300 High St,Lincoln IU 12,17345,717-266-3644,http://www.nesd.k12.pa.us,FALSE,FALSE,TRUE
Northern Bedford County SD,Northern Bedford Co El Sch,Loysburg,217 NBC Dr,Appalachia IU 8,16659,814-766-2221,http://www.nbcsd.org,TRUE,FALSE,FALSE
Northern Bedford County SD,Northern Bedford County HS,Loysburg,152 NBC Dr,Appalachia IU 8,16659,814-766-2221,http://www.nbcsd.org,FALSE,FALSE,TRUE
Northern Bedford County SD,Northern Bedford County MS,Loysburg,152 NBC Dr,Appalachia IU 8,16659,814-766-2221,http://www.nbcsd.org,FALSE,TRUE,FALSE
Northern Cambria SD,Northern Cambria El Sch,Northern Cambria,601 Joseph St,Appalachia IU 8,15714,814-948-5880,http://www.ncsd.k12.pa.us,TRUE,FALSE,FALSE
Northern Cambria SD,Northern Cambria HS,Northern Cambria,813 35th St,Appalachia IU 8,15714,814-948-6800,http://www.ncsd.k12.pa.us,FALSE,FALSE,TRUE
Northern Cambria SD,Northern Cambria MS,Northern Cambria,601 Joseph St,Appalachia IU 8,15714,814-948-5880,http://www.ncsd.k12.pa.us,TRUE,TRUE,FALSE
Northern York County SD,Northern El Sch,Dillsburg,657 S Baltimore St,Capital Area IU 15,17019,717-432-8691,http://www.northernpolarbears.com,TRUE,FALSE,FALSE
Northern York County SD,Northern HS,Dillsburg,653 S Baltimore St,Capital Area IU 15,17019,717-432-8691,http://www.northernpolarbears.com,FALSE,FALSE,TRUE
Northern Lebanon SD,Northern Lebanon El Sch,Fredericksburg,346 School Dr,Lancaster-Lebanon IU 13,17026,717-865-2118,http://www.norleb.k12.pa.us,TRUE,TRUE,FALSE
Northern Lebanon SD,Northern Lebanon SHS,Fredericksburg,345 School Dr,Lancaster-Lebanon IU 13,17026,717-865-2117,http://www.norleb.k12.pa.us,FALSE,TRUE,TRUE
Northern Lehigh SD,Northern Lehigh MS,Slatington,600 Diamond St,Carbon-Lehigh IU 21,18080,610-767-9812,http://www.nlsd.org,FALSE,TRUE,FALSE
Northern Lehigh SD,Northern Lehigh SHS,Slatington,1 Bulldog Ln,Carbon-Lehigh IU 21,18080,610-767-9832,http://www.nlsd.org,FALSE,FALSE,TRUE
Northern York County SD,Northern MS,Dillsburg,655 S Baltimore St,Capital Area IU 15,17019,717-432-8691,http://www.northernpolarbears.com,FALSE,TRUE,FALSE
Northern Potter SD,Northern Potter Childrens Sch,Ulysses,745 Northern Potter Road,Seneca Highlands IU 9,16948,814-848-7563,http://www.northernpottersd.org,TRUE,TRUE,FALSE
Northern Potter SD,Northern Potter JSHS,Ulysses,763 Northern Potter Road,Seneca Highlands IU 9,16948,814-848-7534,http://www.northernpottersd.org,FALSE,TRUE,TRUE
,Northern Tier Career Center,Towanda,120 Career Center,BLaST IU 17,18848,570-265-8111,http://www.ntccschool.org,FALSE,FALSE,TRUE
,Northern Westmoreland CTC,New Kensington,705 Stevenson Boulevard,Westmoreland IU 7,15068,724-335-9389,http://northwmctc.org/,FALSE,FALSE,TRUE
Northgate SD,Northgate MSHS,Pittsburgh,589 Union Ave,Allegheny IU 3,15202,412-732-3300,http://www.northgatesd.net,FALSE,TRUE,TRUE
Penn-Delco SD,Northley MS,Aston,2801 Concord Road,Delaware County IU 25,19014,610-497-6300,http://www.pdsd.org,FALSE,TRUE,FALSE
Brookville Area SD,Northside El Sch,Brookville,Northside Elementary School,Riverview IU 6,15825,814-849-1118,http://www.basd.us,TRUE,FALSE,FALSE
Mechanicsburg Area SD,Northside El Sch,Mechanicsburg,411 N Walnut St,Capital Area IU 15,17055,717-691-4581,http://www.mbgsd.org,TRUE,FALSE,FALSE
Palmyra Area SD,Northside El Sch,Palmyra,301 E Spruce St,Lancaster-Lebanon IU 13,17078,717-838-1331,http://www.pasd.us,TRUE,FALSE,FALSE
,Northumberland County CTC,Coal Township,1700-2000 West Montgomery Street,Central Susquehanna IU 16,17866,570-644-0304,http://www.ncavts.org,FALSE,FALSE,TRUE
Northwest Area SD,Northwest Area HS,Shickshinny,243 Thorne Hill Rd,Luzerne IU 18,18655,570-542-4126,http://www.nasdedu.com,FALSE,TRUE,TRUE
Northwest Area SD,Northwest Area Intermediate Sch,Shickshinny,21 Sunset Lake Rd,Luzerne IU 18,18655,570-256-3649,http://www.nasdedu.com,TRUE,TRUE,FALSE
Northwest Area SD,Northwest Area Primary Sch,Shickshinny,417 Shickshinny Lake Rd,Luzerne IU 18,18655,570-864-3461,http://www.nasdedu.com,TRUE,FALSE,FALSE
Butler Area SD,Northwest El Sch,Butler,124 Staley Avenue,Midwestern IU 4,16001,724-287-8721,https://www.basdk12.org,TRUE,FALSE,FALSE
Lebanon SD,Northwest El Sch,Lebanon,1315 Old Forge Road,Lancaster-Lebanon IU 13,17046,717-273-9391,http://www.lebanon.k12.pa.us,TRUE,FALSE,FALSE
Reading SD,Northwest El Sch,Reading,820 Clinton Street,Berks County IU 14,19601,610-371-5904,http://www.readingsd.org,TRUE,FALSE,FALSE
Reading SD,Northwest MS,Reading,1000 N Front St,Berks County IU 14,19601,610-371-5772,http://www.readingsd.org,TRUE,TRUE,FALSE
Erie City SD,Northwest PA Collegiate Academy,Erie,2825 State St,Northwest Tri-County IU 5,16508,814-874-6300,http://www.eriesd.org,FALSE,FALSE,TRUE
Northwestern SD,Northwestern El Sch,Albion,10450 John Williams Avenue,Northwest Tri-County IU 5,16401,814-756-9400,http://www.nwsd.org,TRUE,FALSE,FALSE
Northwestern Lehigh SD,Northwestern Lehigh El Sch,New Tripoli,6493 Route 309,Carbon-Lehigh IU 21,18066,610-298-8661,http://www.nwlehighsd.org,TRUE,FALSE,FALSE
Northwestern Lehigh SD,Northwestern Lehigh HS,New Tripoli,6493 Route 309,Carbon-Lehigh IU 21,18066,610-298-8661,http://www.nwlehighsd.org,FALSE,FALSE,TRUE
Northwestern Lehigh SD,Northwestern Lehigh MS,New Tripoli,6636 Northwest Rd,Carbon-Lehigh IU 21,18066,610-298-8661,http://www.nwlehighsd.org,FALSE,TRUE,FALSE
Northwestern SD,Northwestern MS,Albion,150 Harthan Way,Northwest Tri-County IU 5,16401,814-756-9400,http://www.nwsd.org,FALSE,TRUE,FALSE
Northwestern SD,Northwestern SHS,Albion,200 Harthan Way,Northwest Tri-County IU 5,16401,814-756-9400,http://www.nwsd.org,FALSE,FALSE,TRUE
,Northwood Academy CS,Philadelphia,4621 Castor Ave,Philadelphia IU 26,19124,215-289-5606,http://www.northwoodcs.org/,TRUE,TRUE,FALSE
Mount Pleasant Area SD,Norvelt El Sch,Mount Pleasant,163 Lilac Lane,Westmoreland IU 7,15666,724-547-4100,http://www.mpasd.net,TRUE,FALSE,FALSE
Norwin SD,Norwin MS,North Huntingdon,10870 Mockingbird Dr,Westmoreland IU 7,15642,724-861-3010,http://www.norwinsd.org,FALSE,TRUE,FALSE
Norwin SD,Norwin SHS,North Huntingdon,251 McMahon Dr,Westmoreland IU 7,15642,724-861-3005,http://www.norwinsd.org,FALSE,FALSE,TRUE
Interboro SD,Norwood Sch,Norwood,558 Seneca Ave,Delaware County IU 25,19074,610-237-6425,http://www.interborosd.org/,TRUE,TRUE,FALSE
Oxford Area SD,Nottingham Sch,Oxford,736 Garfield St,Chester County IU 24,19363,610-932-6632,http://www.oxfordasd.org,TRUE,FALSE,FALSE
Lower Dauphin SD,Nye El Sch,Hummelstown,200 S John St,Capital Area IU 15,17036,717-566-0300,http://www.ldsd.org,TRUE,FALSE,FALSE
Big Spring SD,Oak Flat El Sch,Newville,334 Centerville Rd,Capital Area IU 15,17241,717-776-2045,http://www.bigspringsd.org,TRUE,FALSE,FALSE
North Penn SD,Oak Park El Sch,Lansdale,500 Squirrel Ln,Montgomery County IU 23,19446,215-368-4017,http://www.npenn.org,TRUE,TRUE,FALSE
Souderton Area SD,Oak Ridge El Sch,Harleysville,465 Moyer Rd,Montgomery County IU 23,19438,215-256-6633,http://www.soudertonsd.org,TRUE,FALSE,FALSE
Shikellamy SD,Oaklyn Sch,Sunbury,115 Oak Street,Central Susquehanna IU 16,17801,570-286-3731,http://www.shikbraves.org/,TRUE,FALSE,FALSE
Spring-Ford Area SD,Oaks El Sch,Oaks,325 Oaks School Dr,Montgomery County IU 23,19456,610-705-6008,http://www.spring-ford.net,TRUE,FALSE,FALSE
Lakeview SD,Oakview El Sch,Stoneboro,1387 School Rd,Midwestern IU 4,16153,724-376-7911,http://www.lakeview.k12.pa.us,TRUE,FALSE,FALSE
West Middlesex Area SD,Oakview El Sch,West Middlesex,3591 Sharon Rd,Midwestern IU 4,16159,724-634-3030,http://www.wmasd.k12.pa.us,TRUE,TRUE,FALSE
Plum Borough SD,O'Block El Sch,Pittsburgh,201 Center New Texas Rd,Allegheny IU 3,15239,412-795-4420,http://www.pbsd.net,TRUE,FALSE,FALSE
Octorara Area SD,Octorara Area JSHS,Atglen,226 Highland Rd,Chester County IU 24,19310,610-593-8223,http://www.octorara.k12.pa.us/,FALSE,TRUE,TRUE
Octorara Area SD,Octorara El Sch,Atglen,104 Highland Rd,Chester County IU 24,19310,610-593-8238,http://www.octorara.k12.pa.us/,TRUE,FALSE,FALSE
Octorara Area SD,Octorara Intermediate Sch,Atglen,221 Highland Road,Chester County IU 24,19310,610-593-4608,http://www.octorara.k12.pa.us/,TRUE,TRUE,FALSE
Octorara Area SD,Octorara Primary LC,Atglen,87 Highland Rd,Chester County IU 24,19310,610-593-8350,http://www.octorara.k12.pa.us/,TRUE,FALSE,FALSE
Fox Chapel Area SD,OHara El Sch,Pittsburgh,115 Cabin Lane,Allegheny IU 3,15238,412-963-0333,http://www.fcasd.edu,TRUE,FALSE,FALSE
Oil City Area SD,Oil City Area MS,Oil City,8 Lynch Blvd,Riverview IU 6,16301,814-676-5702,http://www.ocasd.org,TRUE,TRUE,FALSE
Oil City Area SD,Oil City SHS,Oil City,10 Lynch Blvd,Riverview IU 6,16301,814-676-2771,http://www.ocasd.org,FALSE,FALSE,TRUE
